year,ethnicity group,gender,age,population
2014,Other Ethnic Groups,male,70 - 74 ,704
2014,Other Ethnic Groups,male,75 - 79 ,460
2014,Other Ethnic Groups,male,80 - 84 ,316
2014,Other Ethnic Groups,male,65 - 85,3112
2014,Other Ethnic Groups,male,70 - 85,1701
2014,Other Ethnic Groups,male,75 - 85,997
2014,Other Ethnic Groups,male,80 - 84,537
2014,Other Ethnic Groups,male,85,221
2014,Other Ethnic Groups,female,0  -  4 ,3420
2014,Other Ethnic Groups,female,5  -  9 ,5425
2014,Other Ethnic Groups,female,10 - 14 ,4841
2014,Other Ethnic Groups,female,15 - 19 ,4100
2014,Other Ethnic Groups,female,20 - 24 ,3098
2014,Other Ethnic Groups,female,25 - 29 ,3913
2014,Other Ethnic Groups,female,30 - 34 ,7308
2014,Other Ethnic Groups,female,35 - 39 ,8844
2014,Other Ethnic Groups,female,40 - 44 ,8358
2014,Other Ethnic Groups,female,45 - 49 ,6199
2014,Other Ethnic Groups,female,50 - 54 ,4203
2014,Other Ethnic Groups,female,55 - 59 ,2540
2014,Other Ethnic Groups,female,60 - 64 ,1545
2014,Other Ethnic Groups,female,65 - 69 ,961
2014,Other Ethnic Groups,female,70 - 74 ,574
2014,Other Ethnic Groups,female,75 - 79 ,511
2014,Other Ethnic Groups,female,80 - 84 ,389
2014,Other Ethnic Groups,female,65 - 85,2799
2014,Other Ethnic Groups,female,70 - 85,1838
2014,Other Ethnic Groups,female,75 - 85,1264
2014,Other Ethnic Groups,female,80 - 84,753
2014,Other Ethnic Groups,female,85,364
2015,malays,male,0  -  4 ,16276
2015,malays,male,5  -  9 ,16575
2015,malays,male,10 - 14 ,19016
2015,malays,male,15 - 19 ,22504
2015,malays,male,20 - 24 ,25006
2015,malays,male,25 - 29 ,22571
2015,malays,male,30 - 34 ,18850
2015,malays,male,35 - 39 ,14181
2015,malays,male,40 - 44 ,15801
2015,malays,male,45 - 49 ,18047
2015,malays,male,50 - 54 ,21406
2015,malays,male,55 - 59 ,18189
2015,malays,male,60 - 64 ,12584
2015,malays,male,65 - 69 ,8046
2015,malays,male,70 - 74 ,3721
2015,malays,male,75 - 79 ,3126
2015,malays,male,80 - 84 ,1906
2015,malays,male,65 - 85,18102
2015,malays,male,70 - 85,10056
2015,malays,male,75 - 85,6335
2015,malays,male,80 - 84,3209
2015,malays,male,85,1303
2015,malays,female,0  -  4 ,15415
2015,malays,female,5  -  9 ,15784
2015,malays,female,10 - 14 ,17748
2015,malays,female,15 - 19 ,21080
2015,malays,female,20 - 24 ,23584
2015,malays,female,25 - 29 ,21895
2015,malays,female,30 - 34 ,18860
2015,malays,female,35 - 39 ,15401
2015,malays,female,40 - 44 ,16742
2015,malays,female,45 - 49 ,19161
2015,malays,female,50 - 54 ,21786
2015,malays,female,55 - 59 ,18336
2015,malays,female,60 - 64 ,13524
2015,malays,female,65 - 69 ,9085
2015,malays,female,70 - 74 ,4746
2015,malays,female,75 - 79 ,3992
2015,malays,female,80 - 84 ,2936
2015,malays,female,65 - 85,22499
2015,malays,female,70 - 85,13414
2015,malays,female,75 - 85,8668
2015,malays,female,80 - 84,4676
2015,malays,female,85,1740
2015,chinese,male,0  -  4 ,65896
2015,chinese,male,5  -  9 ,69716
2015,chinese,male,10 - 14 ,73335
2015,chinese,male,15 - 19 ,86728
2015,chinese,male,20 - 24 ,94775
2015,chinese,male,25 - 29 ,96831
2015,chinese,male,30 - 34 ,100938
2015,chinese,male,35 - 39 ,104242
2015,chinese,male,40 - 44 ,111298
2015,chinese,male,45 - 49 ,108315
2015,chinese,male,50 - 54 ,118039
2015,chinese,male,55 - 59 ,114879
2015,chinese,male,60 - 64 ,97035
2015,chinese,male,65 - 69 ,73661
2015,chinese,male,70 - 74 ,40737
2015,chinese,male,75 - 79 ,30617
2015,chinese,male,80 - 84 ,17255
2015,chinese,male,65 - 85,173276
2015,chinese,male,70 - 85,99615
2015,chinese,male,75 - 85,58878
2015,chinese,male,80 - 84,28261
2015,chinese,male,85,11006
2015,chinese,female,0  -  4 ,62057
2015,chinese,female,5  -  9 ,66418
2015,chinese,female,10 - 14 ,69774
2015,chinese,female,15 - 19 ,81913
2015,chinese,female,20 - 24 ,92491
2015,chinese,female,25 - 29 ,101120
2015,chinese,female,30 - 34 ,110839
2015,chinese,female,35 - 39 ,116429
2015,chinese,female,40 - 44 ,122989
2015,chinese,female,45 - 49 ,115886
2015,chinese,female,50 - 54 ,118458
2015,chinese,female,55 - 59 ,115878
2015,chinese,female,60 - 64 ,97839
2015,chinese,female,65 - 69 ,77724
2015,chinese,female,70 - 74 ,46573
2015,chinese,female,75 - 79 ,37946
2015,chinese,female,80 - 84 ,25900
2015,chinese,female,65 - 85,212613
2015,chinese,female,70 - 85,134889
2015,chinese,female,75 - 85,88316
2015,chinese,female,80 - 84,50370
2015,chinese,female,85,24470
2015,indians,male,0  -  4 ,8621
2015,indians,male,5  -  9 ,13032
2015,indians,male,10 - 14 ,12541
2015,indians,male,15 - 19 ,11319
2015,indians,male,20 - 24 ,11125
2015,indians,male,25 - 29 ,10966
2015,indians,male,30 - 34 ,14105
2015,indians,male,35 - 39 ,18689
2015,indians,male,40 - 44 ,19461
2015,indians,male,45 - 49 ,16484
2015,indians,male,50 - 54 ,13913
2015,indians,male,55 - 59 ,11401
2015,indians,male,60 - 64 ,7808
2015,indians,male,65 - 69 ,5412
2015,indians,male,70 - 74 ,2614
2015,indians,male,75 - 79 ,1882
2015,indians,male,80 - 84 ,1468
2015,indians,male,65 - 85,12839
2015,indians,male,70 - 85,7427
2015,indians,male,75 - 85,4813
2015,indians,male,80 - 84,2931
2015,indians,male,85,1463
2015,indians,female,0  -  4 ,8813
2015,indians,female,5  -  9 ,13237
2015,indians,female,10 - 14 ,12634
2015,indians,female,15 - 19 ,11370
2015,indians,female,20 - 24 ,11376
2015,indians,female,25 - 29 ,11696
2015,indians,female,30 - 34 ,16168
2015,indians,female,35 - 39 ,16789
2015,indians,female,40 - 44 ,14073
2015,indians,female,45 - 49 ,12200
2015,indians,female,50 - 54 ,12042
2015,indians,female,55 - 59 ,10245
2015,indians,female,60 - 64 ,7839
2015,indians,female,65 - 69 ,5818
2015,indians,female,70 - 74 ,3012
2015,indians,female,75 - 79 ,2635
2015,indians,female,80 - 84 ,1629
2015,indians,female,65 - 85,14166
2015,indians,female,70 - 85,8348
2015,indians,female,75 - 85,5336
2015,indians,female,80 - 84,2701
2015,indians,female,85,1072
2015,Other Ethnic Groups,male,0  -  4 ,3059
2015,Other Ethnic Groups,male,5  -  9 ,4538
2015,Other Ethnic Groups,male,10 - 14 ,4509
2015,Other Ethnic Groups,male,15 - 19 ,3736
2015,Other Ethnic Groups,male,20 - 24 ,2587
2015,Other Ethnic Groups,male,25 - 29 ,2136
2015,Other Ethnic Groups,male,30 - 34 ,3954
2015,Other Ethnic Groups,male,35 - 39 ,6683
2015,Other Ethnic Groups,male,40 - 44 ,7900
2015,Other Ethnic Groups,male,45 - 49 ,6761
2015,Other Ethnic Groups,male,50 - 54 ,5107
2015,Other Ethnic Groups,male,55 - 59 ,3391
2015,Other Ethnic Groups,male,60 - 64 ,2233
2015,Other Ethnic Groups,male,65 - 69 ,1578
2015,Other Ethnic Groups,male,70 - 74 ,707
2015,Other Ethnic Groups,male,75 - 79 ,501
2015,Other Ethnic Groups,male,80 - 84 ,303
2015,Other Ethnic Groups,male,65 - 85,3319
2015,Other Ethnic Groups,male,70 - 85,1741
2015,Other Ethnic Groups,male,75 - 85,1034
2015,Other Ethnic Groups,male,80 - 84,533
2015,Other Ethnic Groups,male,85,230
2015,Other Ethnic Groups,female,0  -  4 ,3438
2015,Other Ethnic Groups,female,5  -  9 ,5152
2015,Other Ethnic Groups,female,10 - 14 ,4831
2015,Other Ethnic Groups,female,15 - 19 ,4252
2015,Other Ethnic Groups,female,20 - 24 ,3183
2015,Other Ethnic Groups,female,25 - 29 ,3815
2015,Other Ethnic Groups,female,30 - 34 ,6905
2015,Other Ethnic Groups,female,35 - 39 ,8653
2015,Other Ethnic Groups,female,40 - 44 ,8491
2015,Other Ethnic Groups,female,45 - 49 ,6559
2015,Other Ethnic Groups,female,50 - 54 ,4340
2015,Other Ethnic Groups,female,55 - 59 ,2744
2015,Other Ethnic Groups,female,60 - 64 ,1631
2015,Other Ethnic Groups,female,65 - 69 ,1101
2015,Other Ethnic Groups,female,70 - 74 ,521
2015,Other Ethnic Groups,female,75 - 79 ,512
2015,Other Ethnic Groups,female,80 - 84 ,388
2015,Other Ethnic Groups,female,65 - 85,2901
2015,Other Ethnic Groups,female,70 - 85,1800
2015,Other Ethnic Groups,female,75 - 85,1279
2015,Other Ethnic Groups,female,80 - 84,767
2015,Other Ethnic Groups,female,85,379
2016,malays,male,0  -  4 ,16992
2016,malays,male,5  -  9 ,16267
2016,malays,male,10 - 14 ,18121
2016,malays,male,15 - 19 ,22160
2016,malays,male,20 - 24 ,24538
2016,malays,male,25 - 29 ,23559
2016,malays,male,30 - 34 ,19575
2016,malays,male,35 - 39 ,14936
2016,malays,male,40 - 44 ,15354
2016,malays,male,45 - 49 ,16950
2016,malays,male,50 - 54 ,21342
2016,malays,male,55 - 59 ,18982
2016,malays,male,60 - 64 ,13619
2016,malays,male,65 - 69 ,8838
2016,malays,male,70 - 74 ,3806
2016,malays,male,75 - 79 ,3217
2016,malays,male,80 - 84 ,1992
2016,malays,male,65 - 85,19169
2016,malays,male,70 - 85,10331
2016,malays,male,75 - 85,6525
2016,malays,male,80 - 84,3308
2016,malays,male,85,1316
2016,malays,female,0  -  4 ,16096
2016,malays,female,5  -  9 ,15439
2016,malays,female,10 - 14 ,17146
2016,malays,female,15 - 19 ,20590
2016,malays,female,20 - 24 ,23260
2016,malays,female,25 - 29 ,22680
2016,malays,female,30 - 34 ,19368
2016,malays,female,35 - 39 ,16003
2016,malays,female,40 - 44 ,16347
2016,malays,female,45 - 49 ,18106
2016,malays,female,50 - 54 ,21870
2016,malays,female,55 - 59 ,19136
2016,malays,female,60 - 64 ,14528
2016,malays,female,65 - 69 ,10029
2016,malays,female,70 - 74 ,4765
2016,malays,female,75 - 79 ,4058
2016,malays,female,80 - 84 ,3095
2016,malays,female,65 - 85,23755
2016,malays,female,70 - 85,13726
2016,malays,female,75 - 85,8961
2016,malays,female,80 - 84,4903
2016,malays,female,85,1808
2016,chinese,male,0  -  4 ,66943
2016,chinese,male,5  -  9 ,69259
2016,chinese,male,10 - 14 ,70290
2016,chinese,male,15 - 19 ,85383
2016,chinese,male,20 - 24 ,93681
2016,chinese,male,25 - 29 ,100380
2016,chinese,male,30 - 34 ,99734
2016,chinese,male,35 - 39 ,104108
2016,chinese,male,40 - 44 ,110080
2016,chinese,male,45 - 49 ,106909
2016,chinese,male,50 - 54 ,117173
2016,chinese,male,55 - 59 ,115891
2016,chinese,male,60 - 64 ,100764
2016,chinese,male,65 - 69 ,79855
2016,chinese,male,70 - 74 ,41479
2016,chinese,male,75 - 79 ,33270
2016,chinese,male,80 - 84 ,18180
2016,chinese,male,65 - 85,184649
2016,chinese,male,70 - 85,104794
2016,chinese,male,75 - 85,63315
2016,chinese,male,80 - 84,30045
2016,chinese,male,85,11865
2016,chinese,female,0  -  4 ,63234
2016,chinese,female,5  -  9 ,65998
2016,chinese,female,10 - 14 ,66935
2016,chinese,female,15 - 19 ,80391
2016,chinese,female,20 - 24 ,90928
2016,chinese,female,25 - 29 ,104463
2016,chinese,female,30 - 34 ,109155
2016,chinese,female,35 - 39 ,116593
2016,chinese,female,40 - 44 ,121695
2016,chinese,female,45 - 49 ,116313
2016,chinese,female,50 - 54 ,118733
2016,chinese,female,55 - 59 ,116590
2016,chinese,female,60 - 64 ,102107
2016,chinese,female,65 - 69 ,84026
2016,chinese,female,70 - 74 ,46759
2016,chinese,female,75 - 79 ,41656
2016,chinese,female,80 - 84 ,26440
2016,chinese,female,65 - 85,224793
2016,chinese,female,70 - 85,140767
2016,chinese,female,75 - 85,94008
2016,chinese,female,80 - 84,52352
2016,chinese,female,85,25912
2016,indians,male,0  -  4 ,8635
2016,indians,male,5  -  9 ,12637
2016,indians,male,10 - 14 ,12722
2016,indians,male,15 - 19 ,11463
2016,indians,male,20 - 24 ,11125
2016,indians,male,25 - 29 ,11136
2016,indians,male,30 - 34 ,12869
2016,indians,male,35 - 39 ,18172
2016,indians,male,40 - 44 ,19315
2016,indians,male,45 - 49 ,16798
2016,indians,male,50 - 54 ,14316
2016,indians,male,55 - 59 ,11865
2016,indians,male,60 - 64 ,8377
2016,indians,male,65 - 69 ,5945
2016,indians,male,70 - 74 ,2656
2016,indians,male,75 - 79 ,1970
2016,indians,male,80 - 84 ,1408
2016,indians,male,65 - 85,13505
2016,indians,male,70 - 85,7560
2016,indians,male,75 - 85,4904
2016,indians,male,80 - 84,2934
2016,indians,male,85,1526
2016,indians,female,0  -  4 ,8677
2016,indians,female,5  -  9 ,12778
2016,indians,female,10 - 14 ,12954
2016,indians,female,15 - 19 ,11476
2016,indians,female,20 - 24 ,11313
2016,indians,female,25 - 29 ,11651
2016,indians,female,30 - 34 ,14912
2016,indians,female,35 - 39 ,17170
2016,indians,female,40 - 44 ,14514
2016,indians,female,45 - 49 ,12237
2016,indians,female,50 - 54 ,12207
2016,indians,female,55 - 59 ,10606
2016,indians,female,60 - 64 ,8299
2016,indians,female,65 - 69 ,6427
2016,indians,female,70 - 74 ,3054
2016,indians,female,75 - 79 ,2745
2016,indians,female,80 - 84 ,1763
2016,indians,female,65 - 85,15147
2016,indians,female,70 - 85,8720
2016,indians,female,75 - 85,5666
2016,indians,female,80 - 84,2921
2016,indians,female,85,1158
2016,Other Ethnic Groups,male,0  -  4 ,3108
2016,Other Ethnic Groups,male,5  -  9 ,4263
2016,Other Ethnic Groups,male,10 - 14 ,4456
2016,Other Ethnic Groups,male,15 - 19 ,3905
2016,Other Ethnic Groups,male,20 - 24 ,2702
2016,Other Ethnic Groups,male,25 - 29 ,2168
2016,Other Ethnic Groups,male,30 - 34 ,3418
2016,Other Ethnic Groups,male,35 - 39 ,6337
2016,Other Ethnic Groups,male,40 - 44 ,7717
2016,Other Ethnic Groups,male,45 - 49 ,6860
2016,Other Ethnic Groups,male,50 - 54 ,5371
2016,Other Ethnic Groups,male,55 - 59 ,3577
2016,Other Ethnic Groups,male,60 - 64 ,2370
2016,Other Ethnic Groups,male,65 - 69 ,1711
2016,Other Ethnic Groups,male,70 - 74 ,750
2016,Other Ethnic Groups,male,75 - 79 ,519
2016,Other Ethnic Groups,male,80 - 84 ,304
2016,Other Ethnic Groups,male,65 - 85,3531
2016,Other Ethnic Groups,male,70 - 85,1820
2016,Other Ethnic Groups,male,75 - 85,1070
2016,Other Ethnic Groups,male,80 - 84,551
2016,Other Ethnic Groups,male,85,247
2016,Other Ethnic Groups,female,0  -  4 ,3475
2016,Other Ethnic Groups,female,5  -  9 ,4868
2016,Other Ethnic Groups,female,10 - 14 ,4871
2016,Other Ethnic Groups,female,15 - 19 ,4403
2016,Other Ethnic Groups,female,20 - 24 ,3307
2016,Other Ethnic Groups,female,25 - 29 ,3951
2016,Other Ethnic Groups,female,30 - 34 ,6513
2016,Other Ethnic Groups,female,35 - 39 ,8679
2016,Other Ethnic Groups,female,40 - 44 ,8423
2016,Other Ethnic Groups,female,45 - 49 ,7010
2016,Other Ethnic Groups,female,50 - 54 ,4586
2016,Other Ethnic Groups,female,55 - 59 ,2944
2016,Other Ethnic Groups,female,60 - 64 ,1789
2016,Other Ethnic Groups,female,65 - 69 ,1189
2016,Other Ethnic Groups,female,70 - 74 ,527
2016,Other Ethnic Groups,female,75 - 79 ,520
2016,Other Ethnic Groups,female,80 - 84 ,374
2016,Other Ethnic Groups,female,65 - 85,3021
2016,Other Ethnic Groups,female,70 - 85,1832
2016,Other Ethnic Groups,female,75 - 85,1305
2016,Other Ethnic Groups,female,80 - 84,785
2016,Other Ethnic Groups,female,85,411
2017,malays,male,0  -  4 ,17790
2017,malays,male,5  -  9 ,15933
2017,malays,male,10 - 14 ,17508
2017,malays,male,15 - 19 ,21672
2017,malays,male,20 - 24 ,24219
2017,malays,male,25 - 29 ,24437
2017,malays,male,30 - 34 ,19997
2017,malays,male,35 - 39 ,15830
2017,malays,male,40 - 44 ,14813
2017,malays,male,45 - 49 ,16143
2017,malays,male,50 - 54 ,20859
2017,malays,male,55 - 59 ,19777
2017,malays,male,60 - 64 ,14604
2017,malays,male,65 - 69 ,9132
2017,malays,male,70 - 74 ,4734
2017,malays,male,75 - 79 ,3110
2017,malays,male,80 - 84 ,2031
2017,malays,male,65 - 85,20330
2017,malays,male,70 - 85,11198
2017,malays,male,75 - 85,6464
2017,malays,male,80 - 84,3354
2017,malays,male,85,1323
2017,malays,female,0  -  4 ,16771
2017,malays,female,5  -  9 ,15279
2017,malays,female,10 - 14 ,16571
2017,malays,female,15 - 19 ,20063
2017,malays,female,20 - 24 ,22669
2017,malays,female,25 - 29 ,23510
2017,malays,female,30 - 34 ,19930
2017,malays,female,35 - 39 ,16674
2017,malays,female,40 - 44 ,15805
2017,malays,female,45 - 49 ,17308
2017,malays,female,50 - 54 ,21701
2017,malays,female,55 - 59 ,19890
2017,malays,female,60 - 64 ,15331
2017,malays,female,65 - 69 ,10498
2017,malays,female,70 - 74 ,5651
2017,malays,female,75 - 79 ,4223
2017,malays,female,80 - 84 ,2981
2017,malays,female,65 - 85,25296
2017,malays,female,70 - 85,14798
2017,malays,female,75 - 85,9147
2017,malays,female,80 - 84,4924
2017,malays,female,85,1943
2017,chinese,male,0  -  4 ,66394
2017,chinese,male,5  -  9 ,70115
2017,chinese,male,10 - 14 ,69850
2017,chinese,male,15 - 19 ,82160
2017,chinese,male,20 - 24 ,93506
2017,chinese,male,25 - 29 ,104440
2017,chinese,male,30 - 34 ,97484
2017,chinese,male,35 - 39 ,103832
2017,chinese,male,40 - 44 ,109212
2017,chinese,male,45 - 49 ,107610
2017,chinese,male,50 - 54 ,115156
2017,chinese,male,55 - 59 ,115478
2017,chinese,male,60 - 64 ,104638
2017,chinese,male,65 - 69 ,82321
2017,chinese,male,70 - 74 ,47722
2017,chinese,male,75 - 79 ,34843
2017,chinese,male,80 - 84 ,18718
2017,chinese,male,65 - 85,196409
2017,chinese,male,70 - 85,114088
2017,chinese,male,75 - 85,66366
2017,chinese,male,80 - 84,31523
2017,chinese,male,85,12805
2017,chinese,female,0  -  4 ,63058
2017,chinese,female,5  -  9 ,66455
2017,chinese,female,10 - 14 ,66598
2017,chinese,female,15 - 19 ,77408
2017,chinese,female,20 - 24 ,89968
2017,chinese,female,25 - 29 ,108422
2017,chinese,female,30 - 34 ,106962
2017,chinese,female,35 - 39 ,115729
2017,chinese,female,40 - 44 ,121594
2017,chinese,female,45 - 49 ,118325
2017,chinese,female,50 - 54 ,117531
2017,chinese,female,55 - 59 ,116335
2017,chinese,female,60 - 64 ,106162
2017,chinese,female,65 - 69 ,86261
2017,chinese,female,70 - 74 ,53172
2017,chinese,female,75 - 79 ,43882
2017,chinese,female,80 - 84 ,26719
2017,chinese,female,65 - 85,237421
2017,chinese,female,70 - 85,151160
2017,chinese,female,75 - 85,97988
2017,chinese,female,80 - 84,54106
2017,chinese,female,85,27387
2017,indians,male,0  -  4 ,8703
2017,indians,male,5  -  9 ,12021
2017,indians,male,10 - 14 ,13045
2017,indians,male,15 - 19 ,11678
2017,indians,male,20 - 24 ,11163
2017,indians,male,25 - 29 ,11330
2017,indians,male,30 - 34 ,11997
2017,indians,male,35 - 39 ,17284
2017,indians,male,40 - 44 ,19183
2017,indians,male,45 - 49 ,17277
2017,indians,male,50 - 54 ,14776
2017,indians,male,55 - 59 ,12325
2017,indians,male,60 - 64 ,8848
2017,indians,male,65 - 69 ,6170
2017,indians,male,70 - 74 ,3100
2017,indians,male,75 - 79 ,2055
2017,indians,male,80 - 84 ,1319
2017,indians,male,65 - 85,14188
2017,indians,male,70 - 85,8018
2017,indians,male,75 - 85,4918
2017,indians,male,80 - 84,2863
2017,indians,male,85,1544
2017,indians,female,0  -  4 ,8337
2017,indians,female,5  -  9 ,12231
2017,indians,female,10 - 14 ,13189
2017,indians,female,15 - 19 ,11584
2017,indians,female,20 - 24 ,11242
2017,indians,female,25 - 29 ,11834
2017,indians,female,30 - 34 ,13861
2017,indians,female,35 - 39 ,17294
2017,indians,female,40 - 44 ,14981
2017,indians,female,45 - 49 ,12450
2017,indians,female,50 - 54 ,12243
2017,indians,female,55 - 59 ,10980
2017,indians,female,60 - 64 ,8654
2017,indians,female,65 - 69 ,6627
2017,indians,female,70 - 74 ,3584
2017,indians,female,75 - 79 ,2818
2017,indians,female,80 - 84 ,1841
2017,indians,female,65 - 85,16123
2017,indians,female,70 - 85,9496
2017,indians,female,75 - 85,5912
2017,indians,female,80 - 84,3094
2017,indians,female,85,1253
2017,Other Ethnic Groups,male,0  -  4 ,3154
2017,Other Ethnic Groups,male,5  -  9 ,3941
2017,Other Ethnic Groups,male,10 - 14 ,4482
2017,Other Ethnic Groups,male,15 - 19 ,3990
2017,Other Ethnic Groups,male,20 - 24 ,2937
2017,Other Ethnic Groups,male,25 - 29 ,2220
2017,Other Ethnic Groups,male,30 - 34 ,2900
2017,Other Ethnic Groups,male,35 - 39 ,5830
2017,Other Ethnic Groups,male,40 - 44 ,7433
2017,Other Ethnic Groups,male,45 - 49 ,7065
2017,Other Ethnic Groups,male,50 - 54 ,5595
2017,Other Ethnic Groups,male,55 - 59 ,3740
2017,Other Ethnic Groups,male,60 - 64 ,2499
2017,Other Ethnic Groups,male,65 - 69 ,1728
2017,Other Ethnic Groups,male,70 - 74 ,907
2017,Other Ethnic Groups,male,75 - 79 ,516
2017,Other Ethnic Groups,male,80 - 84 ,332
2017,Other Ethnic Groups,male,65 - 85,3745
2017,Other Ethnic Groups,male,70 - 85,2017
2017,Other Ethnic Groups,male,75 - 85,1110
2017,Other Ethnic Groups,male,80 - 84,594
2017,Other Ethnic Groups,male,85,262
2017,Other Ethnic Groups,female,0  -  4 ,3446
2017,Other Ethnic Groups,female,5  -  9 ,4600
2017,Other Ethnic Groups,female,10 - 14 ,5010
2017,Other Ethnic Groups,female,15 - 19 ,4418
2017,Other Ethnic Groups,female,20 - 24 ,3368
2017,Other Ethnic Groups,female,25 - 29 ,4005
2017,Other Ethnic Groups,female,30 - 34 ,6209
2017,Other Ethnic Groups,female,35 - 39 ,8483
2017,Other Ethnic Groups,female,40 - 44 ,8463
2017,Other Ethnic Groups,female,45 - 49 ,7279
2017,Other Ethnic Groups,female,50 - 54 ,4953
2017,Other Ethnic Groups,female,55 - 59 ,3153
2017,Other Ethnic Groups,female,60 - 64 ,1915
2017,Other Ethnic Groups,female,65 - 69 ,1232
2017,Other Ethnic Groups,female,70 - 74 ,624
2017,Other Ethnic Groups,female,75 - 79 ,506
2017,Other Ethnic Groups,female,80 - 84 ,400
2017,Other Ethnic Groups,female,65 - 85,3180
2017,Other Ethnic Groups,female,70 - 85,1948
2017,Other Ethnic Groups,female,75 - 85,1324
2017,Other Ethnic Groups,female,80 - 84,818
2017,Other Ethnic Groups,female,85,418
2018,malays,male,0  -  4 ,18624
2018,malays,male,5  -  9 ,15878
2018,malays,male,10 - 14 ,17117
2018,malays,male,15 - 19 ,20922
2018,malays,male,20 - 24 ,23682
2018,malays,male,25 - 29 ,24921
2018,malays,male,30 - 34 ,20661
2018,malays,male,35 - 39 ,16955
2018,malays,male,40 - 44 ,14169
2018,malays,male,45 - 49 ,15807
