year,ethnicity group,gender,age,population
2010,Other Ethnic Groups,female,55 - 59 ,1811
2010,Other Ethnic Groups,female,60 - 64 ,1242
2010,Other Ethnic Groups,female,65 - 69 ,605
2010,Other Ethnic Groups,female,70 - 74 ,589
2010,Other Ethnic Groups,female,75 - 79 ,478
2010,Other Ethnic Groups,female,80 - 84 ,322
2010,Other Ethnic Groups,female,65 - 85,2253
2010,Other Ethnic Groups,female,70 - 85,1648
2010,Other Ethnic Groups,female,75 - 85,1059
2010,Other Ethnic Groups,female,80 - 84,581
2010,Other Ethnic Groups,female,85,259
2011,malays,male,0  -  4 ,16114
2011,malays,male,5  -  9 ,18163
2011,malays,male,10 - 14 ,22084
2011,malays,male,15 - 19 ,24543
2011,malays,male,20 - 24 ,23646
2011,malays,male,25 - 29 ,19574
2011,malays,male,30 - 34 ,15047
2011,malays,male,35 - 39 ,15622
2011,malays,male,40 - 44 ,17353
2011,malays,male,45 - 49 ,21931
2011,malays,male,50 - 54 ,19790
2011,malays,male,55 - 59 ,14444
2011,malays,male,60 - 64 ,9813
2011,malays,male,65 - 69 ,4418
2011,malays,male,70 - 74 ,4064
2011,malays,male,75 - 79 ,2918
2011,malays,male,80 - 84 ,1674
2011,malays,male,65 - 85,14103
2011,malays,male,70 - 85,9685
2011,malays,male,75 - 85,5621
2011,malays,male,80 - 84,2703
2011,malays,male,85,1029
2011,malays,female,0  -  4 ,15282
2011,malays,female,5  -  9 ,17147
2011,malays,female,10 - 14 ,20523
2011,malays,female,15 - 19 ,23170
2011,malays,female,20 - 24 ,22596
2011,malays,female,25 - 29 ,19155
2011,malays,female,30 - 34 ,15996
2011,malays,female,35 - 39 ,16564
2011,malays,female,40 - 44 ,18384
2011,malays,female,45 - 49 ,22416
2011,malays,female,50 - 54 ,19774
2011,malays,female,55 - 59 ,15149
2011,malays,female,60 - 64 ,10714
2011,malays,female,65 - 69 ,5288
2011,malays,female,70 - 74 ,4839
2011,malays,female,75 - 79 ,4133
2011,malays,female,80 - 84 ,2142
2011,malays,female,65 - 85,17540
2011,malays,female,70 - 85,12252
2011,malays,female,75 - 85,7413
2011,malays,female,80 - 84,3280
2011,malays,female,85,1138
2011,chinese,male,0  -  4 ,64775
2011,chinese,male,5  -  9 ,69469
2011,chinese,male,10 - 14 ,84973
2011,chinese,male,15 - 19 ,93766
2011,chinese,male,20 - 24 ,91656
2011,chinese,male,25 - 29 ,92011
2011,chinese,male,30 - 34 ,102101
2011,chinese,male,35 - 39 ,110390
2011,chinese,male,40 - 44 ,108378
2011,chinese,male,45 - 49 ,120103
2011,chinese,male,50 - 54 ,119137
2011,chinese,male,55 - 59 ,104682
2011,chinese,male,60 - 64 ,84527
2011,chinese,male,65 - 69 ,45669
2011,chinese,male,70 - 74 ,38943
2011,chinese,male,75 - 79 ,23859
2011,chinese,male,80 - 84 ,13191
2011,chinese,male,65 - 85,129697
2011,chinese,male,70 - 85,84028
2011,chinese,male,75 - 85,45085
2011,chinese,male,80 - 84,21226
2011,chinese,male,85,8035
2011,chinese,female,0  -  4 ,61615
2011,chinese,female,5  -  9 ,66191
2011,chinese,female,10 - 14 ,79734
2011,chinese,female,15 - 19 ,89936
2011,chinese,female,20 - 24 ,90166
2011,chinese,female,25 - 29 ,96675
2011,chinese,female,30 - 34 ,113208
2011,chinese,female,35 - 39 ,121267
2011,chinese,female,40 - 44 ,117315
2011,chinese,female,45 - 49 ,120835
2011,chinese,female,50 - 54 ,118598
2011,chinese,female,55 - 59 ,104272
2011,chinese,female,60 - 64 ,86567
2011,chinese,female,65 - 69 ,49085
2011,chinese,female,70 - 74 ,45417
2011,chinese,female,75 - 79 ,31018
2011,chinese,female,80 - 84 ,21864
2011,chinese,female,65 - 85,166210
2011,chinese,female,70 - 85,117125
2011,chinese,female,75 - 85,71708
2011,chinese,female,80 - 84,40690
2011,chinese,female,85,18826
2011,indians,male,0  -  4 ,10916
2011,indians,male,5  -  9 ,13420
2011,indians,male,10 - 14 ,12108
2011,indians,male,15 - 19 ,11332
2011,indians,male,20 - 24 ,10752
2011,indians,male,25 - 29 ,12389
2011,indians,male,30 - 34 ,18481
2011,indians,male,35 - 39 ,20231
2011,indians,male,40 - 44 ,17781
2011,indians,male,45 - 49 ,15156
2011,indians,male,50 - 54 ,12521
2011,indians,male,55 - 59 ,8949
2011,indians,male,60 - 64 ,6474
2011,indians,male,65 - 69 ,3128
2011,indians,male,70 - 74 ,2508
2011,indians,male,75 - 79 ,1948
2011,indians,male,80 - 84 ,1434
2011,indians,male,65 - 85,10038
2011,indians,male,70 - 85,6910
2011,indians,male,75 - 85,4402
2011,indians,male,80 - 84,2454
2011,indians,male,85,1020
2011,indians,female,0  -  4 ,11121
2011,indians,female,5  -  9 ,13460
2011,indians,female,10 - 14 ,12035
2011,indians,female,15 - 19 ,11473
2011,indians,female,20 - 24 ,11092
2011,indians,female,25 - 29 ,14372
2011,indians,female,30 - 34 ,17690
2011,indians,female,35 - 39 ,15259
2011,indians,female,40 - 44 ,12731
2011,indians,female,45 - 49 ,12645
2011,indians,female,50 - 54 ,10945
2011,indians,female,55 - 59 ,8536
2011,indians,female,60 - 64 ,6739
2011,indians,female,65 - 69 ,3299
2011,indians,female,70 - 74 ,3089
2011,indians,female,75 - 79 ,2156
2011,indians,female,80 - 84 ,1205
2011,indians,female,65 - 85,10390
2011,indians,female,70 - 85,7091
2011,indians,female,75 - 85,4002
2011,indians,female,80 - 84,1846
2011,indians,female,85,641
2011,Other Ethnic Groups,male,0  -  4 ,4080
2011,Other Ethnic Groups,male,5  -  9 ,4995
2011,Other Ethnic Groups,male,10 - 14 ,4273
2011,Other Ethnic Groups,male,15 - 19 ,2938
2011,Other Ethnic Groups,male,20 - 24 ,2191
2011,Other Ethnic Groups,male,25 - 29 ,3158
2011,Other Ethnic Groups,male,30 - 34 ,6318
2011,Other Ethnic Groups,male,35 - 39 ,7854
2011,Other Ethnic Groups,male,40 - 44 ,7166
2011,Other Ethnic Groups,male,45 - 49 ,5812
2011,Other Ethnic Groups,male,50 - 54 ,3976
2011,Other Ethnic Groups,male,55 - 59 ,2642
2011,Other Ethnic Groups,male,60 - 64 ,1985
2011,Other Ethnic Groups,male,65 - 69 ,900
2011,Other Ethnic Groups,male,70 - 74 ,620
2011,Other Ethnic Groups,male,75 - 79 ,398
2011,Other Ethnic Groups,male,80 - 84 ,259
2011,Other Ethnic Groups,male,65 - 85,2342
2011,Other Ethnic Groups,male,70 - 85,1442
2011,Other Ethnic Groups,male,75 - 85,822
2011,Other Ethnic Groups,male,80 - 84,424
2011,Other Ethnic Groups,male,85,165
2011,Other Ethnic Groups,female,0  -  4 ,4346
2011,Other Ethnic Groups,female,5  -  9 ,5274
2011,Other Ethnic Groups,female,10 - 14 ,4806
2011,Other Ethnic Groups,female,15 - 19 ,3580
2011,Other Ethnic Groups,female,20 - 24 ,2970
2011,Other Ethnic Groups,female,25 - 29 ,5272
2011,Other Ethnic Groups,female,30 - 34 ,8714
2011,Other Ethnic Groups,female,35 - 39 ,8974
2011,Other Ethnic Groups,female,40 - 44 ,7506
2011,Other Ethnic Groups,female,45 - 49 ,5093
2011,Other Ethnic Groups,female,50 - 54 ,3389
2011,Other Ethnic Groups,female,55 - 59 ,2004
2011,Other Ethnic Groups,female,60 - 64 ,1341
2011,Other Ethnic Groups,female,65 - 69 ,609
2011,Other Ethnic Groups,female,70 - 74 ,593
2011,Other Ethnic Groups,female,75 - 79 ,479
2011,Other Ethnic Groups,female,80 - 84 ,376
2011,Other Ethnic Groups,female,65 - 85,2325
2011,Other Ethnic Groups,female,70 - 85,1716
2011,Other Ethnic Groups,female,75 - 85,1123
2011,Other Ethnic Groups,female,80 - 84,644
2011,Other Ethnic Groups,female,85,268
2012,malays,male,0  -  4 ,15748
2012,malays,male,5  -  9 ,17513
2012,malays,male,10 - 14 ,21549
2012,malays,male,15 - 19 ,24174
2012,malays,male,20 - 24 ,24461
2012,malays,male,25 - 29 ,19973
2012,malays,male,30 - 34 ,15921
2012,malays,male,35 - 39 ,15044
2012,malays,male,40 - 44 ,16509
2012,malays,male,45 - 49 ,21457
2012,malays,male,50 - 54 ,20539
2012,malays,male,55 - 59 ,15489
2012,malays,male,60 - 64 ,10038
2012,malays,male,65 - 69 ,5477
2012,malays,male,70 - 74 ,3923
2012,malays,male,75 - 79 ,3020
2012,malays,male,80 - 84 ,1636
2012,malays,male,65 - 85,15163
2012,malays,male,70 - 85,9686
2012,malays,male,75 - 85,5763
2012,malays,male,80 - 84,2743
2012,malays,male,85,1107
2012,malays,female,0  -  4 ,15120
2012,malays,female,5  -  9 ,16556
2012,malays,female,10 - 14 ,19967
2012,malays,female,15 - 19 ,22547
2012,malays,female,20 - 24 ,23363
2012,malays,female,25 - 29 ,19663
2012,malays,female,30 - 34 ,16620
2012,malays,female,35 - 39 ,15996
2012,malays,female,40 - 44 ,17540
2012,malays,female,45 - 49 ,22195
2012,malays,female,50 - 54 ,20462
2012,malays,female,55 - 59 ,15968
2012,malays,female,60 - 64 ,11169
2012,malays,female,65 - 69 ,6246
2012,malays,female,70 - 74 ,4973
2012,malays,female,75 - 79 ,4022
2012,malays,female,80 - 84 ,2229
2012,malays,female,65 - 85,18775
2012,malays,female,70 - 85,12529
2012,malays,female,75 - 85,7556
2012,malays,female,80 - 84,3534
2012,malays,female,85,1305
2012,chinese,male,0  -  4 ,65510
2012,chinese,male,5  -  9 ,68931
2012,chinese,male,10 - 14 ,81512
2012,chinese,male,15 - 19 ,93414
2012,chinese,male,20 - 24 ,95079
2012,chinese,male,25 - 29 ,88944
2012,chinese,male,30 - 34 ,101426
2012,chinese,male,35 - 39 ,109368
2012,chinese,male,40 - 44 ,108947
2012,chinese,male,45 - 49 ,117903
2012,chinese,male,50 - 54 ,118759
2012,chinese,male,55 - 59 ,108646
2012,chinese,male,60 - 64 ,87027
2012,chinese,male,65 - 69 ,52217
2012,chinese,male,70 - 74 ,40696
2012,chinese,male,75 - 79 ,24440
2012,chinese,male,80 - 84 ,14098
2012,chinese,male,65 - 85,140140
2012,chinese,male,70 - 85,87923
2012,chinese,male,75 - 85,47227
2012,chinese,male,80 - 84,22787
2012,chinese,male,85,8689
2012,chinese,female,0  -  4 ,62238
2012,chinese,female,5  -  9 ,65648
2012,chinese,female,10 - 14 ,76622
2012,chinese,female,15 - 19 ,89080
2012,chinese,female,20 - 24 ,94133
2012,chinese,female,25 - 29 ,93812
2012,chinese,female,30 - 34 ,112033
2012,chinese,female,35 - 39 ,120982
2012,chinese,female,40 - 44 ,119310
2012,chinese,female,45 - 49 ,119469
2012,chinese,female,50 - 54 ,118400
2012,chinese,female,55 - 59 ,108408
2012,chinese,female,60 - 64 ,88727
2012,chinese,female,65 - 69 ,55695
2012,chinese,female,70 - 74 ,47786
2012,chinese,female,75 - 79 ,31180
2012,chinese,female,80 - 84 ,22713
2012,chinese,female,65 - 85,177516
2012,chinese,female,70 - 85,121821
2012,chinese,female,75 - 85,74035
2012,chinese,female,80 - 84,42855
2012,chinese,female,85,20142
2012,indians,male,0  -  4 ,10015
2012,indians,male,5  -  9 ,13571
2012,indians,male,10 - 14 ,12272
2012,indians,male,15 - 19 ,11362
2012,indians,male,20 - 24 ,10863
2012,indians,male,25 - 29 ,11553
2012,indians,male,30 - 34 ,17505
2012,indians,male,35 - 39 ,20103
2012,indians,male,40 - 44 ,18282
2012,indians,male,45 - 49 ,15624
2012,indians,male,50 - 54 ,13007
2012,indians,male,55 - 59 ,9420
2012,indians,male,60 - 64 ,6712
2012,indians,male,65 - 69 ,3588
2012,indians,male,70 - 74 ,2639
2012,indians,male,75 - 79 ,1835
2012,indians,male,80 - 84 ,1487
2012,indians,male,65 - 85,10659
2012,indians,male,70 - 85,7071
2012,indians,male,75 - 85,4432
2012,indians,male,80 - 84,2597
2012,indians,male,85,1110
2012,indians,female,0  -  4 ,10340
2012,indians,female,5  -  9 ,13740
2012,indians,female,10 - 14 ,12152
2012,indians,female,15 - 19 ,11432
2012,indians,female,20 - 24 ,11306
2012,indians,female,25 - 29 ,13538
2012,indians,female,30 - 34 ,17812
2012,indians,female,35 - 39 ,15710
2012,indians,female,40 - 44 ,12957
2012,indians,female,45 - 49 ,12629
2012,indians,female,50 - 54 ,11317
2012,indians,female,55 - 59 ,8897
2012,indians,female,60 - 64 ,6938
2012,indians,female,65 - 69 ,3852
2012,indians,female,70 - 74 ,3176
2012,indians,female,75 - 79 ,2256
2012,indians,female,80 - 84 ,1302
2012,indians,female,65 - 85,11309
2012,indians,female,70 - 85,7457
2012,indians,female,75 - 85,4281
2012,indians,female,80 - 84,2025
2012,indians,female,85,723
2012,Other Ethnic Groups,male,0  -  4 ,3651
2012,Other Ethnic Groups,male,5  -  9 ,5018
2012,Other Ethnic Groups,male,10 - 14 ,4364
2012,Other Ethnic Groups,male,15 - 19 ,3156
2012,Other Ethnic Groups,male,20 - 24 ,2272
2012,Other Ethnic Groups,male,25 - 29 ,2586
2012,Other Ethnic Groups,male,30 - 34 ,5834
2012,Other Ethnic Groups,male,35 - 39 ,7737
2012,Other Ethnic Groups,male,40 - 44 ,7475
2012,Other Ethnic Groups,male,45 - 49 ,6138
2012,Other Ethnic Groups,male,50 - 54 ,4256
2012,Other Ethnic Groups,male,55 - 59 ,2824
2012,Other Ethnic Groups,male,60 - 64 ,2004
2012,Other Ethnic Groups,male,65 - 69 ,1090
2012,Other Ethnic Groups,male,70 - 74 ,632
2012,Other Ethnic Groups,male,75 - 79 ,420
2012,Other Ethnic Groups,male,80 - 84 ,275
2012,Other Ethnic Groups,male,65 - 85,2599
2012,Other Ethnic Groups,male,70 - 85,1509
2012,Other Ethnic Groups,male,75 - 85,877
2012,Other Ethnic Groups,male,80 - 84,457
2012,Other Ethnic Groups,male,85,182
2012,Other Ethnic Groups,female,0  -  4 ,4051
2012,Other Ethnic Groups,female,5  -  9 ,5347
2012,Other Ethnic Groups,female,10 - 14 ,4882
2012,Other Ethnic Groups,female,15 - 19 ,3696
2012,Other Ethnic Groups,female,20 - 24 ,3029
2012,Other Ethnic Groups,female,25 - 29 ,4513
2012,Other Ethnic Groups,female,30 - 34 ,8245
2012,Other Ethnic Groups,female,35 - 39 ,9030
2012,Other Ethnic Groups,female,40 - 44 ,7803
2012,Other Ethnic Groups,female,45 - 49 ,5510
2012,Other Ethnic Groups,female,50 - 54 ,3636
2012,Other Ethnic Groups,female,55 - 59 ,2165
2012,Other Ethnic Groups,female,60 - 64 ,1381
2012,Other Ethnic Groups,female,65 - 69 ,714
2012,Other Ethnic Groups,female,70 - 74 ,589
2012,Other Ethnic Groups,female,75 - 79 ,502
2012,Other Ethnic Groups,female,80 - 84 ,375
2012,Other Ethnic Groups,female,65 - 85,2475
2012,Other Ethnic Groups,female,70 - 85,1761
2012,Other Ethnic Groups,female,75 - 85,1172
2012,Other Ethnic Groups,female,80 - 84,670
2012,Other Ethnic Groups,female,85,295
2013,malays,male,0  -  4 ,15676
2013,malays,male,5  -  9 ,17088
2013,malays,male,10 - 14 ,20785
2013,malays,male,15 - 19 ,23602
2013,malays,male,20 - 24 ,24908
2013,malays,male,25 - 29 ,20621
2013,malays,male,30 - 34 ,17004
2013,malays,male,35 - 39 ,14338
2013,malays,male,40 - 44 ,16122
2013,malays,male,45 - 49 ,20747
2013,malays,male,50 - 54 ,21006
2013,malays,male,55 - 59 ,16523
2013,malays,male,60 - 64 ,10661
2013,malays,male,65 - 69 ,6380
2013,malays,male,70 - 74 ,3815
2013,malays,male,75 - 79 ,3049
2013,malays,male,80 - 84 ,1678
2013,malays,male,65 - 85,16095
2013,malays,male,70 - 85,9715
2013,malays,male,75 - 85,5900
2013,malays,male,80 - 84,2851
2013,malays,male,85,1173
2013,malays,female,0  -  4 ,14911
2013,malays,female,5  -  9 ,16291
2013,malays,female,10 - 14 ,19117
2013,malays,female,15 - 19 ,22165
2013,malays,female,20 - 24 ,23770
2013,malays,female,25 - 29 ,20183
2013,malays,female,30 - 34 ,17416
2013,malays,female,35 - 39 ,15492
2013,malays,female,40 - 44 ,17201
2013,malays,female,45 - 49 ,21463
2013,malays,female,50 - 54 ,21018
2013,malays,female,55 - 59 ,16848
2013,malays,female,60 - 64 ,11831
2013,malays,female,65 - 69 ,7166
2013,malays,female,70 - 74 ,4914
2013,malays,female,75 - 79 ,4048
2013,malays,female,80 - 84 ,2395
2013,malays,female,65 - 85,19955
2013,malays,female,70 - 85,12789
2013,malays,female,75 - 85,7875
2013,malays,female,80 - 84,3827
2013,malays,female,85,1432
2013,chinese,male,0  -  4 ,65562
2013,chinese,male,5  -  9 ,68932
2013,chinese,male,10 - 14 ,78468
2013,chinese,male,15 - 19 ,91804
2013,chinese,male,20 - 24 ,95779
2013,chinese,male,25 - 29 ,89948
2013,chinese,male,30 - 34 ,102421
2013,chinese,male,35 - 39 ,105906
2013,chinese,male,40 - 44 ,110102
2013,chinese,male,45 - 49 ,115135
2013,chinese,male,50 - 54 ,118916
2013,chinese,male,55 - 59 ,111290
2013,chinese,male,60 - 64 ,90404
2013,chinese,male,65 - 69 ,58695
2013,chinese,male,70 - 74 ,41562
2013,chinese,male,75 - 79 ,25900
2013,chinese,male,80 - 84 ,15046
2013,chinese,male,65 - 85,150516
2013,chinese,male,70 - 85,91821
2013,chinese,male,75 - 85,50259
2013,chinese,male,80 - 84,24359
2013,chinese,male,85,9313
2013,chinese,female,0  -  4 ,61849
2013,chinese,female,5  -  9 ,65569
2013,chinese,female,10 - 14 ,73976
2013,chinese,female,15 - 19 ,87625
2013,chinese,female,20 - 24 ,94681
2013,chinese,female,25 - 29 ,94507
2013,chinese,female,30 - 34 ,112654
2013,chinese,female,35 - 39 ,117668
2013,chinese,female,40 - 44 ,121263
2013,chinese,female,45 - 49 ,118279
2013,chinese,female,50 - 54 ,118587
2013,chinese,female,55 - 59 ,111664
2013,chinese,female,60 - 64 ,91423
2013,chinese,female,65 - 69 ,62892
2013,chinese,female,70 - 74 ,48423
2013,chinese,female,75 - 79 ,32527
2013,chinese,female,80 - 84 ,23454
2013,chinese,female,65 - 85,188823
2013,chinese,female,70 - 85,125931
2013,chinese,female,75 - 85,77508
2013,chinese,female,80 - 84,44981
2013,chinese,female,85,21527
2013,indians,male,0  -  4 ,8983
2013,indians,male,5  -  9 ,13577
2013,indians,male,10 - 14 ,12326
2013,indians,male,15 - 19 ,11232
2013,indians,male,20 - 24 ,10987
2013,indians,male,25 - 29 ,11080
2013,indians,male,30 - 34 ,16555
2013,indians,male,35 - 39 ,19702
2013,indians,male,40 - 44 ,18724
2013,indians,male,45 - 49 ,15948
2013,indians,male,50 - 54 ,13329
2013,indians,male,55 - 59 ,9961
2013,indians,male,60 - 64 ,7124
2013,indians,male,65 - 69 ,4166
2013,indians,male,70 - 74 ,2641
2013,indians,male,75 - 79 ,1778
2013,indians,male,80 - 84 ,1538
2013,indians,male,65 - 85,11361
2013,indians,male,70 - 85,7195
2013,indians,male,75 - 85,4554
2013,indians,male,80 - 84,2776
2013,indians,male,85,1238
2013,indians,female,0  -  4 ,9293
2013,indians,female,5  -  9 ,13836
2013,indians,female,10 - 14 ,12288
2013,indians,female,15 - 19 ,11411
2013,indians,female,20 - 24 ,11286
2013,indians,female,25 - 29 ,12818
2013,indians,female,30 - 34 ,17732
2013,indians,female,35 - 39 ,15995
2013,indians,female,40 - 44 ,13220
2013,indians,female,45 - 49 ,12469
2013,indians,female,50 - 54 ,11661
2013,indians,female,55 - 59 ,9405
2013,indians,female,60 - 64 ,7194
2013,indians,female,65 - 69 ,4409
2013,indians,female,70 - 74 ,3141
2013,indians,female,75 - 79 ,2381
2013,indians,female,80 - 84 ,1393
2013,indians,female,65 - 85,12170
2013,indians,female,70 - 85,7761
2013,indians,female,75 - 85,4620
2013,indians,female,80 - 84,2239
2013,indians,female,85,846
2013,Other Ethnic Groups,male,0  -  4 ,3299
2013,Other Ethnic Groups,male,5  -  9 ,4989
2013,Other Ethnic Groups,male,10 - 14 ,4421
2013,Other Ethnic Groups,male,15 - 19 ,3351
2013,Other Ethnic Groups,male,20 - 24 ,2360
2013,Other Ethnic Groups,male,25 - 29 ,2364
2013,Other Ethnic Groups,male,30 - 34 ,5282
2013,Other Ethnic Groups,male,35 - 39 ,7462
2013,Other Ethnic Groups,male,40 - 44 ,7743
2013,Other Ethnic Groups,male,45 - 49 ,6482
2013,Other Ethnic Groups,male,50 - 54 ,4538
2013,Other Ethnic Groups,male,55 - 59 ,3039
2013,Other Ethnic Groups,male,60 - 64 ,2052
2013,Other Ethnic Groups,male,65 - 69 ,1284
2013,Other Ethnic Groups,male,70 - 74 ,645
2013,Other Ethnic Groups,male,75 - 79 ,437
2013,Other Ethnic Groups,male,80 - 84 ,310
2013,Other Ethnic Groups,male,65 - 85,2874
2013,Other Ethnic Groups,male,70 - 85,1590
2013,Other Ethnic Groups,male,75 - 85,945
2013,Other Ethnic Groups,male,80 - 84,508
2013,Other Ethnic Groups,male,85,198
2013,Other Ethnic Groups,female,0  -  4 ,3722
2013,Other Ethnic Groups,female,5  -  9 ,5422
2013,Other Ethnic Groups,female,10 - 14 ,4863
2013,Other Ethnic Groups,female,15 - 19 ,3876
2013,Other Ethnic Groups,female,20 - 24 ,3118
2013,Other Ethnic Groups,female,25 - 29 ,4094
2013,Other Ethnic Groups,female,30 - 34 ,7806
2013,Other Ethnic Groups,female,35 - 39 ,8940
2013,Other Ethnic Groups,female,40 - 44 ,8206
2013,Other Ethnic Groups,female,45 - 49 ,5813
2013,Other Ethnic Groups,female,50 - 54 ,3933
2013,Other Ethnic Groups,female,55 - 59 ,2339
2013,Other Ethnic Groups,female,60 - 64 ,1465
2013,Other Ethnic Groups,female,65 - 69 ,825
2013,Other Ethnic Groups,female,70 - 74 ,605
2013,Other Ethnic Groups,female,75 - 79 ,499
2013,Other Ethnic Groups,female,80 - 84 ,385
2013,Other Ethnic Groups,female,65 - 85,2643
2013,Other Ethnic Groups,female,70 - 85,1818
2013,Other Ethnic Groups,female,75 - 85,1213
2013,Other Ethnic Groups,female,80 - 84,714
2013,Other Ethnic Groups,female,85,329
2014,malays,male,0  -  4 ,15869
2014,malays,male,5  -  9 ,16864
2014,malays,male,10 - 14 ,19789
2014,malays,male,15 - 19 ,23006
2014,malays,male,20 - 24 ,25206
2014,malays,male,25 - 29 ,21596
2014,malays,male,30 - 34 ,17966
2014,malays,male,35 - 39 ,14083
2014,malays,male,40 - 44 ,15803
2014,malays,male,45 - 49 ,19363
2014,malays,male,50 - 54 ,21462
2014,malays,male,55 - 59 ,17271
2014,malays,male,60 - 64 ,11686
2014,malays,male,65 - 69 ,7044
2014,malays,male,70 - 74 ,3883
2014,malays,male,75 - 79 ,3132
2014,malays,male,80 - 84 ,1754
2014,malays,male,65 - 85,17072
2014,malays,male,70 - 85,10028
2014,malays,male,75 - 85,6145
2014,malays,male,80 - 84,3013
2014,malays,male,85,1259
2014,malays,female,0  -  4 ,15030
2014,malays,female,5  -  9 ,15973
2014,malays,female,10 - 14 ,18606
2014,malays,female,15 - 19 ,21418
2014,malays,female,20 - 24 ,23959
2014,malays,female,25 - 29 ,21001
2014,malays,female,30 - 34 ,18019
2014,malays,female,35 - 39 ,15347
2014,malays,female,40 - 44 ,16833
2014,malays,female,45 - 49 ,20424
2014,malays,female,50 - 54 ,21576
2014,malays,female,55 - 59 ,17548
2014,malays,female,60 - 64 ,12729
2014,malays,female,65 - 69 ,7900
2014,malays,female,70 - 74 ,4958
2014,malays,female,75 - 79 ,4068
2014,malays,female,80 - 84 ,2632
2014,malays,female,65 - 85,21158
2014,malays,female,70 - 85,13258
2014,malays,female,75 - 85,8300
2014,malays,female,80 - 84,4232
2014,malays,female,85,1600
2014,chinese,male,0  -  4 ,65120
2014,chinese,male,5  -  9 ,69555
2014,chinese,male,10 - 14 ,76144
2014,chinese,male,15 - 19 ,88722
2014,chinese,male,20 - 24 ,94189
2014,chinese,male,25 - 29 ,94600
2014,chinese,male,30 - 34 ,101060
2014,chinese,male,35 - 39 ,104419
2014,chinese,male,40 - 44 ,111470
2014,chinese,male,45 - 49 ,111126
2014,chinese,male,50 - 54 ,118717
2014,chinese,male,55 - 59 ,113178
2014,chinese,male,60 - 64 ,93875
2014,chinese,male,65 - 69 ,65144
2014,chinese,male,70 - 74 ,42164
2014,chinese,male,75 - 79 ,28394
2014,chinese,male,80 - 84 ,15940
2014,chinese,male,65 - 85,161752
2014,chinese,male,70 - 85,96608
2014,chinese,male,75 - 85,54444
2014,chinese,male,80 - 84,26050
2014,chinese,male,85,10110
2014,chinese,female,0  -  4 ,61543
2014,chinese,female,5  -  9 ,66211
2014,chinese,female,10 - 14 ,71955
2014,chinese,female,15 - 19 ,83967
2014,chinese,female,20 - 24 ,92582
2014,chinese,female,25 - 29 ,99187
2014,chinese,female,30 - 34 ,110916
2014,chinese,female,35 - 39 ,116487
2014,chinese,female,40 - 44 ,122882
2014,chinese,female,45 - 49 ,116414
2014,chinese,female,50 - 54 ,118980
2014,chinese,female,55 - 59 ,114196
2014,chinese,female,60 - 64 ,94552
2014,chinese,female,65 - 69 ,68979
2014,chinese,female,70 - 74 ,48725
2014,chinese,female,75 - 79 ,35437
2014,chinese,female,80 - 84 ,24391
2014,chinese,female,65 - 85,200581
2014,chinese,female,70 - 85,131602
2014,chinese,female,75 - 85,82877
2014,chinese,female,80 - 84,47440
2014,chinese,female,85,23049
2014,indians,male,0  -  4 ,8530
2014,indians,male,5  -  9 ,13285
2014,indians,male,10 - 14 ,12534
2014,indians,male,15 - 19 ,11241
2014,indians,male,20 - 24 ,11075
2014,indians,male,25 - 29 ,10907
2014,indians,male,30 - 34 ,15296
2014,indians,male,35 - 39 ,19363
2014,indians,male,40 - 44 ,19086
2014,indians,male,45 - 49 ,16192
2014,indians,male,50 - 54 ,13716
2014,indians,male,55 - 59 ,10655
2014,indians,male,60 - 64 ,7494
2014,indians,male,65 - 69 ,4686
2014,indians,male,70 - 74 ,2687
2014,indians,male,75 - 79 ,1767
2014,indians,male,80 - 84 ,1505
2014,indians,male,65 - 85,11985
2014,indians,male,70 - 85,7299
2014,indians,male,75 - 85,4612
2014,indians,male,80 - 84,2845
2014,indians,male,85,1340
2014,indians,female,0  -  4 ,8848
2014,indians,female,5  -  9 ,13593
2014,indians,female,10 - 14 ,12435
2014,indians,female,15 - 19 ,11338
2014,indians,female,20 - 24 ,11377
2014,indians,female,25 - 29 ,12254
2014,indians,female,30 - 34 ,17090
2014,indians,female,35 - 39 ,16392
2014,indians,female,40 - 44 ,13630
2014,indians,female,45 - 49 ,12302
2014,indians,female,50 - 54 ,12010
2014,indians,female,55 - 59 ,9792
2014,indians,female,60 - 64 ,7459
2014,indians,female,65 - 69 ,5073
2014,indians,female,70 - 74 ,3120
2014,indians,female,75 - 79 ,2525
2014,indians,female,80 - 84 ,1491
2014,indians,female,65 - 85,13142
2014,indians,female,70 - 85,8069
2014,indians,female,75 - 85,4949
2014,indians,female,80 - 84,2424
2014,indians,female,85,933
2014,Other Ethnic Groups,male,0  -  4 ,3009
2014,Other Ethnic Groups,male,5  -  9 ,4884
2014,Other Ethnic Groups,male,10 - 14 ,4492
2014,Other Ethnic Groups,male,15 - 19 ,3545
2014,Other Ethnic Groups,male,20 - 24 ,2432
2014,Other Ethnic Groups,male,25 - 29 ,2201
2014,Other Ethnic Groups,male,30 - 34 ,4632
2014,Other Ethnic Groups,male,35 - 39 ,7094
2014,Other Ethnic Groups,male,40 - 44 ,7961
2014,Other Ethnic Groups,male,45 - 49 ,6513
2014,Other Ethnic Groups,male,50 - 54 ,4839
2014,Other Ethnic Groups,male,55 - 59 ,3212
2014,Other Ethnic Groups,male,60 - 64 ,2162
2014,Other Ethnic Groups,male,65 - 69 ,1411
