Column,year,ethnicity group,gender,age,population
8302,1982,Total Residents,female,40 - 44 ,66905
8303,1982,Total Residents,female,45 - 49 ,52981
8304,1982,Total Residents,female,50 - 54 ,46876
8305,1982,Total Residents,female,55 - 59 ,36155
8306,1982,Total Residents,female,60 - 64 ,30482
8307,1982,Total Residents,female,65 - 69 ,25641
8308,1982,Total Residents,female,70 - 74 ,19825
8309,1982,Total Residents,female,75 - 79 ,
8310,1982,Total Residents,female,80 - 84 ,
8311,1982,Total Residents,female,65 - 85,66560
8312,1982,Total Residents,female,70 - 85,40919
8313,1982,Total Residents,female,75 - 85,21094
8314,1982,Total Residents,female,80 - 84,
8315,1982,Total Residents,female,85,
8316,1982,malays,both combined,0  -  4 ,31664
8317,1982,malays,both combined,5  -  9 ,30713
8318,1982,malays,both combined,10 - 14 ,35224
8319,1982,malays,both combined,15 - 19 ,47016
8320,1982,malays,both combined,20 - 24 ,45427
8321,1982,malays,both combined,25 - 29 ,35625
8322,1982,malays,both combined,30 - 34 ,25670
8323,1982,malays,both combined,35 - 39 ,15892
8324,1982,malays,both combined,40 - 44 ,14540
8325,1982,malays,both combined,45 - 49 ,14640
8326,1982,malays,both combined,50 - 54 ,12755
8327,1982,malays,both combined,55 - 59 ,10958
8328,1982,malays,both combined,60 - 64 ,8007
8329,1982,malays,both combined,65 - 69 ,4345
8330,1982,malays,both combined,70 - 74 ,3127
8331,1982,malays,both combined,75 - 79 ,
8332,1982,malays,both combined,80 - 84 ,
8333,1982,malays,both combined,65 - 85,9691
8334,1982,malays,both combined,70 - 85,5346
8335,1982,malays,both combined,75 - 85,2219
8336,1982,malays,both combined,80 - 84,
8337,1982,malays,both combined,85,
8338,1982,malays,male,0  -  4 ,16391
8339,1982,malays,male,5  -  9 ,15990
8340,1982,malays,male,10 - 14 ,17967
8341,1982,malays,male,15 - 19 ,23803
8342,1982,malays,male,20 - 24 ,23212
8343,1982,malays,male,25 - 29 ,17848
8344,1982,malays,male,30 - 34 ,12583
8345,1982,malays,male,35 - 39 ,7756
8346,1982,malays,male,40 - 44 ,6800
8347,1982,malays,male,45 - 49 ,7012
8348,1982,malays,male,50 - 54 ,6406
8349,1982,malays,male,55 - 59 ,6238
8350,1982,malays,male,60 - 64 ,4638
8351,1982,malays,male,65 - 69 ,2360
8352,1982,malays,male,70 - 74 ,1672
8353,1982,malays,male,75 - 79 ,
8354,1982,malays,male,80 - 84 ,
8355,1982,malays,male,65 - 85,5252
8356,1982,malays,male,70 - 85,2892
8357,1982,malays,male,75 - 85,1220
8358,1982,malays,male,80 - 84,
8359,1982,malays,male,85,
8360,1982,malays,female,0  -  4 ,15273
8361,1982,malays,female,5  -  9 ,14723
8362,1982,malays,female,10 - 14 ,17257
8363,1982,malays,female,15 - 19 ,23214
8364,1982,malays,female,20 - 24 ,22215
8365,1982,malays,female,25 - 29 ,17777
8366,1982,malays,female,30 - 34 ,13087
8367,1982,malays,female,35 - 39 ,8137
8368,1982,malays,female,40 - 44 ,7741
8369,1982,malays,female,45 - 49 ,7628
8370,1982,malays,female,50 - 54 ,6349
8371,1982,malays,female,55 - 59 ,4720
8372,1982,malays,female,60 - 64 ,3370
8373,1982,malays,female,65 - 69 ,1984
8374,1982,malays,female,70 - 74 ,1455
8375,1982,malays,female,75 - 79 ,
8376,1982,malays,female,80 - 84 ,
8377,1982,malays,female,65 - 85,4438
8378,1982,malays,female,70 - 85,2454
8379,1982,malays,female,75 - 85,999
8380,1982,malays,female,80 - 84,
8381,1982,malays,female,85,
8382,1982,chinese,both combined,0  -  4 ,145915
8383,1982,chinese,both combined,5  -  9 ,163101
8384,1982,chinese,both combined,10 - 14 ,167597
8385,1982,chinese,both combined,15 - 19 ,191921
8386,1982,chinese,both combined,20 - 24 ,212129
8387,1982,chinese,both combined,25 - 29 ,205468
8388,1982,chinese,both combined,30 - 34 ,176277
8389,1982,chinese,both combined,35 - 39 ,116664
8390,1982,chinese,both combined,40 - 44 ,109006
8391,1982,chinese,both combined,45 - 49 ,83387
8392,1982,chinese,both combined,50 - 54 ,73027
8393,1982,chinese,both combined,55 - 59 ,55376
8394,1982,chinese,both combined,60 - 64 ,47149
8395,1982,chinese,both combined,65 - 69 ,41199
8396,1982,chinese,both combined,70 - 74 ,32056
8397,1982,chinese,both combined,75 - 79 ,
8398,1982,chinese,both combined,80 - 84 ,
8399,1982,chinese,both combined,65 - 85,104223
8400,1982,chinese,both combined,70 - 85,63024
8401,1982,chinese,both combined,75 - 85,30968
8402,1982,chinese,both combined,80 - 84,
8403,1982,chinese,both combined,85,
8404,1982,chinese,male,0  -  4 ,76045
8405,1982,chinese,male,5  -  9 ,84415
8406,1982,chinese,male,10 - 14 ,86547
8407,1982,chinese,male,15 - 19 ,98404
8408,1982,chinese,male,20 - 24 ,109169
8409,1982,chinese,male,25 - 29 ,105071
8410,1982,chinese,male,30 - 34 ,88962
8411,1982,chinese,male,35 - 39 ,58853
8412,1982,chinese,male,40 - 44 ,54480
8413,1982,chinese,male,45 - 49 ,42008
8414,1982,chinese,male,50 - 54 ,35688
8415,1982,chinese,male,55 - 59 ,26291
8416,1982,chinese,male,60 - 64 ,21607
8417,1982,chinese,male,65 - 69 ,18502
8418,1982,chinese,male,70 - 74 ,14297
8419,1982,chinese,male,75 - 79 ,
8420,1982,chinese,male,80 - 84 ,
8421,1982,chinese,male,65 - 85,44281
8422,1982,chinese,male,70 - 85,25779
8423,1982,chinese,male,75 - 85,11482
8424,1982,chinese,male,80 - 84,
8425,1982,chinese,male,85,
8426,1982,chinese,female,0  -  4 ,69869
8427,1982,chinese,female,5  -  9 ,78686
8428,1982,chinese,female,10 - 14 ,81050
8429,1982,chinese,female,15 - 19 ,93517
8430,1982,chinese,female,20 - 24 ,102960
8431,1982,chinese,female,25 - 29 ,100397
8432,1982,chinese,female,30 - 34 ,87315
8433,1982,chinese,female,35 - 39 ,57811
8434,1982,chinese,female,40 - 44 ,54527
8435,1982,chinese,female,45 - 49 ,41380
8436,1982,chinese,female,50 - 54 ,37339
8437,1982,chinese,female,55 - 59 ,29085
8438,1982,chinese,female,60 - 64 ,25542
8439,1982,chinese,female,65 - 69 ,22697
8440,1982,chinese,female,70 - 74 ,17758
8441,1982,chinese,female,75 - 79 ,
8442,1982,chinese,female,80 - 84 ,
8443,1982,chinese,female,65 - 85,59941
8444,1982,chinese,female,70 - 85,37244
8445,1982,chinese,female,75 - 85,19486
8446,1982,chinese,female,80 - 84,
8447,1982,chinese,female,85,
8448,1982,indians,both combined,0  -  4 ,12095
8449,1982,indians,both combined,5  -  9 ,10990
8450,1982,indians,both combined,10 - 14 ,13881
8451,1982,indians,both combined,15 - 19 ,18104
8452,1982,indians,both combined,20 - 24 ,19091
8453,1982,indians,both combined,25 - 29 ,15913
8454,1982,indians,both combined,30 - 34 ,12588
8455,1982,indians,both combined,35 - 39 ,8061
8456,1982,indians,both combined,40 - 44 ,8480
8457,1982,indians,both combined,45 - 49 ,7606
8458,1982,indians,both combined,50 - 54 ,8675
8459,1982,indians,both combined,55 - 59 ,7273
8460,1982,indians,both combined,60 - 64 ,5148
8461,1982,indians,both combined,65 - 69 ,2746
8462,1982,indians,both combined,70 - 74 ,1526
8463,1982,indians,both combined,75 - 79 ,
8464,1982,indians,both combined,80 - 84 ,
8465,1982,indians,both combined,65 - 85,5280
8466,1982,indians,both combined,70 - 85,2534
8467,1982,indians,both combined,75 - 85,1008
8468,1982,indians,both combined,80 - 84,
8469,1982,indians,both combined,85,
8470,1982,indians,male,0  -  4 ,6225
8471,1982,indians,male,5  -  9 ,5599
8472,1982,indians,male,10 - 14 ,7224
8473,1982,indians,male,15 - 19 ,9199
8474,1982,indians,male,20 - 24 ,9905
8475,1982,indians,male,25 - 29 ,8019
8476,1982,indians,male,30 - 34 ,6413
8477,1982,indians,male,35 - 39 ,4180
8478,1982,indians,male,40 - 44 ,4562
8479,1982,indians,male,45 - 49 ,4294
8480,1982,indians,male,50 - 54 ,6078
8481,1982,indians,male,55 - 59 ,5436
8482,1982,indians,male,60 - 64 ,3973
8483,1982,indians,male,65 - 69 ,2086
8484,1982,indians,male,70 - 74 ,1117
8485,1982,indians,male,75 - 79 ,
8486,1982,indians,male,80 - 84 ,
8487,1982,indians,male,65 - 85,3911
8488,1982,indians,male,70 - 85,1825
8489,1982,indians,male,75 - 85,708
8490,1982,indians,male,80 - 84,
8491,1982,indians,male,85,
8492,1982,indians,female,0  -  4 ,5870
8493,1982,indians,female,5  -  9 ,5392
8494,1982,indians,female,10 - 14 ,6658
8495,1982,indians,female,15 - 19 ,8906
8496,1982,indians,female,20 - 24 ,9186
8497,1982,indians,female,25 - 29 ,7894
8498,1982,indians,female,30 - 34 ,6175
8499,1982,indians,female,35 - 39 ,3881
8500,1982,indians,female,40 - 44 ,3918
8501,1982,indians,female,45 - 49 ,3312
8502,1982,indians,female,50 - 54 ,2597
8503,1982,indians,female,55 - 59 ,1838
8504,1982,indians,female,60 - 64 ,1175
8505,1982,indians,female,65 - 69 ,661
8506,1982,indians,female,70 - 74 ,409
8507,1982,indians,female,75 - 79 ,
8508,1982,indians,female,80 - 84 ,
8509,1982,indians,female,65 - 85,1370
8510,1982,indians,female,70 - 85,709
8511,1982,indians,female,75 - 85,300
8512,1982,indians,female,80 - 84,
8513,1982,indians,female,85,
8514,1982,Other Ethnic Groups,both combined,0  -  4 ,2290
8515,1982,Other Ethnic Groups,both combined,5  -  9 ,1795
8516,1982,Other Ethnic Groups,both combined,10 - 14 ,1742
8517,1982,Other Ethnic Groups,both combined,15 - 19 ,2132
8518,1982,Other Ethnic Groups,both combined,20 - 24 ,2332
8519,1982,Other Ethnic Groups,both combined,25 - 29 ,2244
8520,1982,Other Ethnic Groups,both combined,30 - 34 ,2221
8521,1982,Other Ethnic Groups,both combined,35 - 39 ,1429
8522,1982,Other Ethnic Groups,both combined,40 - 44 ,1378
8523,1982,Other Ethnic Groups,both combined,45 - 49 ,1292
8524,1982,Other Ethnic Groups,both combined,50 - 54 ,1220
8525,1982,Other Ethnic Groups,both combined,55 - 59 ,1060
8526,1982,Other Ethnic Groups,both combined,60 - 64 ,870
8527,1982,Other Ethnic Groups,both combined,65 - 69 ,566
8528,1982,Other Ethnic Groups,both combined,70 - 74 ,388
8529,1982,Other Ethnic Groups,both combined,75 - 79 ,
8530,1982,Other Ethnic Groups,both combined,80 - 84 ,
8531,1982,Other Ethnic Groups,both combined,65 - 85,1453
8532,1982,Other Ethnic Groups,both combined,70 - 85,887
8533,1982,Other Ethnic Groups,both combined,75 - 85,499
8534,1982,Other Ethnic Groups,both combined,80 - 84,
8535,1982,Other Ethnic Groups,both combined,85,
8536,1982,Other Ethnic Groups,male,0  -  4 ,1195
8537,1982,Other Ethnic Groups,male,5  -  9 ,940
8538,1982,Other Ethnic Groups,male,10 - 14 ,885
8539,1982,Other Ethnic Groups,male,15 - 19 ,1105
8540,1982,Other Ethnic Groups,male,20 - 24 ,1088
8541,1982,Other Ethnic Groups,male,25 - 29 ,1015
8542,1982,Other Ethnic Groups,male,30 - 34 ,1076
8543,1982,Other Ethnic Groups,male,35 - 39 ,704
8544,1982,Other Ethnic Groups,male,40 - 44 ,658
8545,1982,Other Ethnic Groups,male,45 - 49 ,629
8546,1982,Other Ethnic Groups,male,50 - 54 ,630
8547,1982,Other Ethnic Groups,male,55 - 59 ,547
8548,1982,Other Ethnic Groups,male,60 - 64 ,476
8549,1982,Other Ethnic Groups,male,65 - 69 ,267
8550,1982,Other Ethnic Groups,male,70 - 74 ,186
8551,1982,Other Ethnic Groups,male,75 - 79 ,
8552,1982,Other Ethnic Groups,male,80 - 84 ,
8553,1982,Other Ethnic Groups,male,65 - 85,643
8554,1982,Other Ethnic Groups,male,70 - 85,376
8555,1982,Other Ethnic Groups,male,75 - 85,190
8556,1982,Other Ethnic Groups,male,80 - 84,
8557,1982,Other Ethnic Groups,male,85,
8558,1982,Other Ethnic Groups,female,0  -  4 ,1095
8559,1982,Other Ethnic Groups,female,5  -  9 ,855
8560,1982,Other Ethnic Groups,female,10 - 14 ,857
8561,1982,Other Ethnic Groups,female,15 - 19 ,1027
8562,1982,Other Ethnic Groups,female,20 - 24 ,1244
8563,1982,Other Ethnic Groups,female,25 - 29 ,1230
8564,1982,Other Ethnic Groups,female,30 - 34 ,1145
8565,1982,Other Ethnic Groups,female,35 - 39 ,725
8566,1982,Other Ethnic Groups,female,40 - 44 ,719
8567,1982,Other Ethnic Groups,female,45 - 49 ,663
8568,1982,Other Ethnic Groups,female,50 - 54 ,590
8569,1982,Other Ethnic Groups,female,55 - 59 ,513
8570,1982,Other Ethnic Groups,female,60 - 64 ,395
8571,1982,Other Ethnic Groups,female,65 - 69 ,299
8572,1982,Other Ethnic Groups,female,70 - 74 ,202
8573,1982,Other Ethnic Groups,female,75 - 79 ,
8574,1982,Other Ethnic Groups,female,80 - 84 ,
8575,1982,Other Ethnic Groups,female,65 - 85,810
8576,1982,Other Ethnic Groups,female,70 - 85,511
8577,1982,Other Ethnic Groups,female,75 - 85,309
8578,1982,Other Ethnic Groups,female,80 - 84,
8579,1982,Other Ethnic Groups,female,85,
8580,1983,Total Residents,both combined,0  -  4 ,197758
8581,1983,Total Residents,both combined,5  -  9 ,197474
8582,1983,Total Residents,both combined,10 - 14 ,219605
8583,1983,Total Residents,both combined,15 - 19 ,250371
8584,1983,Total Residents,both combined,20 - 24 ,278286
8585,1983,Total Residents,both combined,25 - 29 ,270327
8586,1983,Total Residents,both combined,30 - 34 ,225225
8587,1983,Total Residents,both combined,35 - 39 ,160051
8588,1983,Total Residents,both combined,40 - 44 ,134040
8589,1983,Total Residents,both combined,45 - 49 ,109166
8590,1983,Total Residents,both combined,50 - 54 ,97296
8591,1983,Total Residents,both combined,55 - 59 ,78475
8592,1983,Total Residents,both combined,60 - 64 ,62662
8593,1983,Total Residents,both combined,65 - 69 ,49603
8594,1983,Total Residents,both combined,70 - 74 ,38665
8595,1983,Total Residents,both combined,75 - 79 ,
8596,1983,Total Residents,both combined,80 - 84 ,
8597,1983,Total Residents,both combined,65 - 85,125428
8598,1983,Total Residents,both combined,70 - 85,75825
8599,1983,Total Residents,both combined,75 - 85,37160
8600,1983,Total Residents,both combined,80 - 84,
8601,1983,Total Residents,both combined,85,
8602,1983,Total Residents,male,0  -  4 ,102968
8603,1983,Total Residents,male,5  -  9 ,102192
8604,1983,Total Residents,male,10 - 14 ,113364
8605,1983,Total Residents,male,15 - 19 ,128092
8606,1983,Total Residents,male,20 - 24 ,142748
8607,1983,Total Residents,male,25 - 29 ,137716
8608,1983,Total Residents,male,30 - 34 ,113519
8609,1983,Total Residents,male,35 - 39 ,80546
8610,1983,Total Residents,male,40 - 44 ,66856
8611,1983,Total Residents,male,45 - 49 ,55024
8612,1983,Total Residents,male,50 - 54 ,49618
8613,1983,Total Residents,male,55 - 59 ,40295
8614,1983,Total Residents,male,60 - 64 ,31373
8615,1983,Total Residents,male,65 - 69 ,23633
8616,1983,Total Residents,male,70 - 74 ,17814
8617,1983,Total Residents,male,75 - 79 ,
8618,1983,Total Residents,male,80 - 84 ,
8619,1983,Total Residents,male,65 - 85,56161
8620,1983,Total Residents,male,70 - 85,32528
8621,1983,Total Residents,male,75 - 85,14714
8622,1983,Total Residents,male,80 - 84,
8623,1983,Total Residents,male,85,
8624,1983,Total Residents,female,0  -  4 ,94790
8625,1983,Total Residents,female,5  -  9 ,95282
8626,1983,Total Residents,female,10 - 14 ,106242
8627,1983,Total Residents,female,15 - 19 ,122279
8628,1983,Total Residents,female,20 - 24 ,135539
8629,1983,Total Residents,female,25 - 29 ,132611
8630,1983,Total Residents,female,30 - 34 ,111706
8631,1983,Total Residents,female,35 - 39 ,79505
8632,1983,Total Residents,female,40 - 44 ,67184
8633,1983,Total Residents,female,45 - 49 ,54142
8634,1983,Total Residents,female,50 - 54 ,47679
8635,1983,Total Residents,female,55 - 59 ,38180
8636,1983,Total Residents,female,60 - 64 ,31289
8637,1983,Total Residents,female,65 - 69 ,25970
8638,1983,Total Residents,female,70 - 74 ,20850
8639,1983,Total Residents,female,75 - 79 ,
8640,1983,Total Residents,female,80 - 84 ,
8641,1983,Total Residents,female,65 - 85,69267
8642,1983,Total Residents,female,70 - 85,43297
8643,1983,Total Residents,female,75 - 85,22447
8644,1983,Total Residents,female,80 - 84,
8645,1983,Total Residents,female,85,
8646,1983,malays,both combined,0  -  4 ,33767
8647,1983,malays,both combined,5  -  9 ,29129
8648,1983,malays,both combined,10 - 14 ,34207
8649,1983,malays,both combined,15 - 19 ,45139
8650,1983,malays,both combined,20 - 24 ,46447
8651,1983,malays,both combined,25 - 29 ,37641
8652,1983,malays,both combined,30 - 34 ,26962
8653,1983,malays,both combined,35 - 39 ,17952
8654,1983,malays,both combined,40 - 44 ,14033
8655,1983,malays,both combined,45 - 49 ,14614
8656,1983,malays,both combined,50 - 54 ,12530
8657,1983,malays,both combined,55 - 59 ,11261
8658,1983,malays,both combined,60 - 64 ,8456
8659,1983,malays,both combined,65 - 69 ,4742
8660,1983,malays,both combined,70 - 74 ,3304
8661,1983,malays,both combined,75 - 79 ,
8662,1983,malays,both combined,80 - 84 ,
8663,1983,malays,both combined,65 - 85,10564
8664,1983,malays,both combined,70 - 85,5822
8665,1983,malays,both combined,75 - 85,2518
8666,1983,malays,both combined,80 - 84,
8667,1983,malays,both combined,85,
8668,1983,malays,male,0  -  4 ,17484
8669,1983,malays,male,5  -  9 ,15149
8670,1983,malays,male,10 - 14 ,17493
8671,1983,malays,male,15 - 19 ,22927
8672,1983,malays,male,20 - 24 ,23750
8673,1983,malays,male,25 - 29 ,18963
8674,1983,malays,male,30 - 34 ,13254
8675,1983,malays,male,35 - 39 ,8817
8676,1983,malays,male,40 - 44 ,6504
8677,1983,malays,male,45 - 49 ,7052
8678,1983,malays,male,50 - 54 ,6171
8679,1983,malays,male,55 - 59 ,6292
8680,1983,malays,male,60 - 64 ,4862
8681,1983,malays,male,65 - 69 ,2597
8682,1983,malays,male,70 - 74 ,1760
8683,1983,malays,male,75 - 79 ,
8684,1983,malays,male,80 - 84 ,
8685,1983,malays,male,65 - 85,5697
8686,1983,malays,male,70 - 85,3100
8687,1983,malays,male,75 - 85,1340
8688,1983,malays,male,80 - 84,
8689,1983,malays,male,85,
8690,1983,malays,female,0  -  4 ,16284
8691,1983,malays,female,5  -  9 ,13980
8692,1983,malays,female,10 - 14 ,16714
8693,1983,malays,female,15 - 19 ,22212
8694,1983,malays,female,20 - 24 ,22697
8695,1983,malays,female,25 - 29 ,18677
8696,1983,malays,female,30 - 34 ,13708
8697,1983,malays,female,35 - 39 ,9134
8698,1983,malays,female,40 - 44 ,7529
8699,1983,malays,female,45 - 49 ,7562
8700,1983,malays,female,50 - 54 ,6359
8701,1983,malays,female,55 - 59 ,4969
8702,1983,malays,female,60 - 64 ,3594
8703,1983,malays,female,65 - 69 ,2145
8704,1983,malays,female,70 - 74 ,1544
8705,1983,malays,female,75 - 79 ,
8706,1983,malays,female,80 - 84 ,
8707,1983,malays,female,65 - 85,4868
8708,1983,malays,female,70 - 85,2723
8709,1983,malays,female,75 - 85,1179
8710,1983,malays,female,80 - 84,
8711,1983,malays,female,85,
8712,1983,chinese,both combined,0  -  4 ,148082
8713,1983,chinese,both combined,5  -  9 ,155919
8714,1983,chinese,both combined,10 - 14 ,169927
8715,1983,chinese,both combined,15 - 19 ,185689
8716,1983,chinese,both combined,20 - 24 ,209929
8717,1983,chinese,both combined,25 - 29 ,213162
8718,1983,chinese,both combined,30 - 34 ,182595
8719,1983,chinese,both combined,35 - 39 ,131301
8720,1983,chinese,both combined,40 - 44 ,110087
8721,1983,chinese,both combined,45 - 49 ,85888
8722,1983,chinese,both combined,50 - 54 ,74808
8723,1983,chinese,both combined,55 - 59 ,58582
8724,1983,chinese,both combined,60 - 64 ,47740
8725,1983,chinese,both combined,65 - 69 ,41295
8726,1983,chinese,both combined,70 - 74 ,33272
8727,1983,chinese,both combined,75 - 79 ,
8728,1983,chinese,both combined,80 - 84 ,
8729,1983,chinese,both combined,65 - 85,107590
8730,1983,chinese,both combined,70 - 85,66295
8731,1983,chinese,both combined,75 - 85,33023
8732,1983,chinese,both combined,80 - 84,
8733,1983,chinese,both combined,85,
8734,1983,chinese,male,0  -  4 ,77270
8735,1983,chinese,male,5  -  9 ,80644
8736,1983,chinese,male,10 - 14 ,87894
8737,1983,chinese,male,15 - 19 ,95119
8738,1983,chinese,male,20 - 24 ,107875
8739,1983,chinese,male,25 - 29 ,109061
8740,1983,chinese,male,30 - 34 ,92365
8741,1983,chinese,male,35 - 39 ,66144
8742,1983,chinese,male,40 - 44 ,55041
8743,1983,chinese,male,45 - 49 ,43406
8744,1983,chinese,male,50 - 54 ,36829
8745,1983,chinese,male,55 - 59 ,27866
8746,1983,chinese,male,60 - 64 ,21795
8747,1983,chinese,male,65 - 69 ,18474
8748,1983,chinese,male,70 - 74 ,14651
8749,1983,chinese,male,75 - 79 ,
8750,1983,chinese,male,80 - 84 ,
8751,1983,chinese,male,65 - 85,45525
8752,1983,chinese,male,70 - 85,27051
8753,1983,chinese,male,75 - 85,12400
8754,1983,chinese,male,80 - 84,
8755,1983,chinese,male,85,
8756,1983,chinese,female,0  -  4 ,70812
8757,1983,chinese,female,5  -  9 ,75275
8758,1983,chinese,female,10 - 14 ,82033
8759,1983,chinese,female,15 - 19 ,90571
8760,1983,chinese,female,20 - 24 ,102054
8761,1983,chinese,female,25 - 29 ,104101
8762,1983,chinese,female,30 - 34 ,90230
8763,1983,chinese,female,35 - 39 ,65157
8764,1983,chinese,female,40 - 44 ,55046
8765,1983,chinese,female,45 - 49 ,42482
8766,1983,chinese,female,50 - 54 ,37978
8767,1983,chinese,female,55 - 59 ,30716
8768,1983,chinese,female,60 - 64 ,25946
8769,1983,chinese,female,65 - 69 ,22821
8770,1983,chinese,female,70 - 74 ,18621
8771,1983,chinese,female,75 - 79 ,
8772,1983,chinese,female,80 - 84 ,
8773,1983,chinese,female,65 - 85,62066
8774,1983,chinese,female,70 - 85,39245
8775,1983,chinese,female,75 - 85,20624
8776,1983,chinese,female,80 - 84,
8777,1983,chinese,female,85,
8778,1983,indians,both combined,0  -  4 ,13356
8779,1983,indians,both combined,5  -  9 ,10668
8780,1983,indians,both combined,10 - 14 ,13707
8781,1983,indians,both combined,15 - 19 ,17528
8782,1983,indians,both combined,20 - 24 ,19497
8783,1983,indians,both combined,25 - 29 ,17147
8784,1983,indians,both combined,30 - 34 ,13417
8785,1983,indians,both combined,35 - 39 ,9153
8786,1983,indians,both combined,40 - 44 ,8571
8787,1983,indians,both combined,45 - 49 ,7387
8788,1983,indians,both combined,50 - 54 ,8709
8789,1983,indians,both combined,55 - 59 ,7573
8790,1983,indians,both combined,60 - 64 ,5538
8791,1983,indians,both combined,65 - 69 ,2991
8792,1983,indians,both combined,70 - 74 ,1668
8793,1983,indians,both combined,75 - 79 ,
8794,1983,indians,both combined,80 - 84 ,
8795,1983,indians,both combined,65 - 85,5759
8796,1983,indians,both combined,70 - 85,2768
8797,1983,indians,both combined,75 - 85,1100
8798,1983,indians,both combined,80 - 84,
8799,1983,indians,both combined,85,
8800,1983,indians,male,0  -  4 ,6891
8801,1983,indians,male,5  -  9 ,5509
8802,1983,indians,male,10 - 14 ,7058
8803,1983,indians,male,15 - 19 ,8985
8804,1983,indians,male,20 - 24 ,10003
8805,1983,indians,male,25 - 29 ,8628
8806,1983,indians,male,30 - 34 ,6844
8807,1983,indians,male,35 - 39 ,4759
8808,1983,indians,male,40 - 44 ,4667
8809,1983,indians,male,45 - 49 ,3960
8810,1983,indians,male,50 - 54 ,5967
8811,1983,indians,male,55 - 59 ,5586
8812,1983,indians,male,60 - 64 ,4215
8813,1983,indians,male,65 - 69 ,2286
8814,1983,indians,male,70 - 74 ,1211
8815,1983,indians,male,75 - 79 ,
8816,1983,indians,male,80 - 84 ,
8817,1983,indians,male,65 - 85,4267
8818,1983,indians,male,70 - 85,1981
8819,1983,indians,male,75 - 85,770
8820,1983,indians,male,80 - 84,
8821,1983,indians,male,85,
8822,1983,indians,female,0  -  4 ,6464
8823,1983,indians,female,5  -  9 ,5159
8824,1983,indians,female,10 - 14 ,6649
8825,1983,indians,female,15 - 19 ,8543
8826,1983,indians,female,20 - 24 ,9494
8827,1983,indians,female,25 - 29 ,8519
8828,1983,indians,female,30 - 34 ,6573
8829,1983,indians,female,35 - 39 ,4394
8830,1983,indians,female,40 - 44 ,3905
8831,1983,indians,female,45 - 49 ,3427
8832,1983,indians,female,50 - 54 ,2742
8833,1983,indians,female,55 - 59 ,1987
8834,1983,indians,female,60 - 64 ,1324
8835,1983,indians,female,65 - 69 ,705
8836,1983,indians,female,70 - 74 ,458
8837,1983,indians,female,75 - 79 ,
8838,1983,indians,female,80 - 84 ,
8839,1983,indians,female,65 - 85,1493
8840,1983,indians,female,70 - 85,788
8841,1983,indians,female,75 - 85,330
8842,1983,indians,female,80 - 84,
8843,1983,indians,female,85,
8844,1983,Other Ethnic Groups,both combined,0  -  4 ,2554
8845,1983,Other Ethnic Groups,both combined,5  -  9 ,1759
8846,1983,Other Ethnic Groups,both combined,10 - 14 ,1764
8847,1983,Other Ethnic Groups,both combined,15 - 19 ,2015
8848,1983,Other Ethnic Groups,both combined,20 - 24 ,2414
8849,1983,Other Ethnic Groups,both combined,25 - 29 ,2378
8850,1983,Other Ethnic Groups,both combined,30 - 34 ,2251
8851,1983,Other Ethnic Groups,both combined,35 - 39 ,1646
8852,1983,Other Ethnic Groups,both combined,40 - 44 ,1349
8853,1983,Other Ethnic Groups,both combined,45 - 49 ,1277
8854,1983,Other Ethnic Groups,both combined,50 - 54 ,1250
8855,1983,Other Ethnic Groups,both combined,55 - 59 ,1060
8856,1983,Other Ethnic Groups,both combined,60 - 64 ,927
8857,1983,Other Ethnic Groups,both combined,65 - 69 ,575
8858,1983,Other Ethnic Groups,both combined,70 - 74 ,422
8859,1983,Other Ethnic Groups,both combined,75 - 79 ,
8860,1983,Other Ethnic Groups,both combined,80 - 84 ,
8861,1983,Other Ethnic Groups,both combined,65 - 85,1516
8862,1983,Other Ethnic Groups,both combined,70 - 85,941
8863,1983,Other Ethnic Groups,both combined,75 - 85,519
8864,1983,Other Ethnic Groups,both combined,80 - 84,
8865,1983,Other Ethnic Groups,both combined,85,
8866,1983,Other Ethnic Groups,male,0  -  4 ,1324
8867,1983,Other Ethnic Groups,male,5  -  9 ,890
8868,1983,Other Ethnic Groups,male,10 - 14 ,919
8869,1983,Other Ethnic Groups,male,15 - 19 ,1062
8870,1983,Other Ethnic Groups,male,20 - 24 ,1120
8871,1983,Other Ethnic Groups,male,25 - 29 ,1065
8872,1983,Other Ethnic Groups,male,30 - 34 ,1056
8873,1983,Other Ethnic Groups,male,35 - 39 ,826
8874,1983,Other Ethnic Groups,male,40 - 44 ,645
8875,1983,Other Ethnic Groups,male,45 - 49 ,605
8876,1983,Other Ethnic Groups,male,50 - 54 ,650
8877,1983,Other Ethnic Groups,male,55 - 59 ,551
8878,1983,Other Ethnic Groups,male,60 - 64 ,501
8879,1983,Other Ethnic Groups,male,65 - 69 ,276
8880,1983,Other Ethnic Groups,male,70 - 74 ,193
8881,1983,Other Ethnic Groups,male,75 - 79 ,
8882,1983,Other Ethnic Groups,male,80 - 84 ,
8883,1983,Other Ethnic Groups,male,65 - 85,673
8884,1983,Other Ethnic Groups,male,70 - 85,397
8885,1983,Other Ethnic Groups,male,75 - 85,204
8886,1983,Other Ethnic Groups,male,80 - 84,
8887,1983,Other Ethnic Groups,male,85,
8888,1983,Other Ethnic Groups,female,0  -  4 ,1230
8889,1983,Other Ethnic Groups,female,5  -  9 ,868
8890,1983,Other Ethnic Groups,female,10 - 14 ,845
