Column,year,ethnicity group,gender,age,population
2742,1965,malays,male,70 - 74 ,
2743,1965,malays,male,75 - 79 ,
2744,1965,malays,male,80 - 84 ,
2745,1965,malays,male,65 - 85,1900
2746,1965,malays,male,70 - 85,800
2747,1965,malays,male,75 - 85,
2748,1965,malays,male,80 - 84,
2749,1965,malays,male,85,
2750,1965,malays,female,0  -  4 ,27500
2751,1965,malays,female,5  -  9 ,23100
2752,1965,malays,female,10 - 14 ,19400
2753,1965,malays,female,15 - 19 ,12600
2754,1965,malays,female,20 - 24 ,7300
2755,1965,malays,female,25 - 29 ,11000
2756,1965,malays,female,30 - 34 ,9200
2757,1965,malays,female,35 - 39 ,7700
2758,1965,malays,female,40 - 44 ,5300
2759,1965,malays,female,45 - 49 ,4200
2760,1965,malays,female,50 - 54 ,3000
2761,1965,malays,female,55 - 59 ,2200
2762,1965,malays,female,60 - 64 ,1200
2763,1965,malays,female,65 - 69 ,1000
2764,1965,malays,female,70 - 74 ,
2765,1965,malays,female,75 - 79 ,
2766,1965,malays,female,80 - 84 ,
2767,1965,malays,female,65 - 85,1900
2768,1965,malays,female,70 - 85,900
2769,1965,malays,female,75 - 85,
2770,1965,malays,female,80 - 84,
2771,1965,malays,female,85,
2772,1965,chinese,both combined,0  -  4 ,213800
2773,1965,chinese,both combined,5  -  9 ,221000
2774,1965,chinese,both combined,10 - 14 ,192200
2775,1965,chinese,both combined,15 - 19 ,159900
2776,1965,chinese,both combined,20 - 24 ,102300
2777,1965,chinese,both combined,25 - 29 ,106500
2778,1965,chinese,both combined,30 - 34 ,82800
2779,1965,chinese,both combined,35 - 39 ,71900
2780,1965,chinese,both combined,40 - 44 ,58200
2781,1965,chinese,both combined,45 - 49 ,56100
2782,1965,chinese,both combined,50 - 54 ,56200
2783,1965,chinese,both combined,55 - 59 ,44600
2784,1965,chinese,both combined,60 - 64 ,33100
2785,1965,chinese,both combined,65 - 69 ,20100
2786,1965,chinese,both combined,70 - 74 ,
2787,1965,chinese,both combined,75 - 79 ,
2788,1965,chinese,both combined,80 - 84 ,
2789,1965,chinese,both combined,65 - 85,40900
2790,1965,chinese,both combined,70 - 85,20800
2791,1965,chinese,both combined,75 - 85,
2792,1965,chinese,both combined,80 - 84,
2793,1965,chinese,both combined,85,
2794,1965,chinese,male,0  -  4 ,109400
2795,1965,chinese,male,5  -  9 ,113800
2796,1965,chinese,male,10 - 14 ,99200
2797,1965,chinese,male,15 - 19 ,83200
2798,1965,chinese,male,20 - 24 ,53300
2799,1965,chinese,male,25 - 29 ,54000
2800,1965,chinese,male,30 - 34 ,40900
2801,1965,chinese,male,35 - 39 ,35700
2802,1965,chinese,male,40 - 44 ,28400
2803,1965,chinese,male,45 - 49 ,27700
2804,1965,chinese,male,50 - 54 ,29200
2805,1965,chinese,male,55 - 59 ,22600
2806,1965,chinese,male,60 - 64 ,16800
2807,1965,chinese,male,65 - 69 ,8700
2808,1965,chinese,male,70 - 74 ,
2809,1965,chinese,male,75 - 79 ,
2810,1965,chinese,male,80 - 84 ,
2811,1965,chinese,male,65 - 85,15300
2812,1965,chinese,male,70 - 85,6600
2813,1965,chinese,male,75 - 85,
2814,1965,chinese,male,80 - 84,
2815,1965,chinese,male,85,
2816,1965,chinese,female,0  -  4 ,104400
2817,1965,chinese,female,5  -  9 ,107200
2818,1965,chinese,female,10 - 14 ,93000
2819,1965,chinese,female,15 - 19 ,76700
2820,1965,chinese,female,20 - 24 ,49000
2821,1965,chinese,female,25 - 29 ,52500
2822,1965,chinese,female,30 - 34 ,41900
2823,1965,chinese,female,35 - 39 ,36200
2824,1965,chinese,female,40 - 44 ,29800
2825,1965,chinese,female,45 - 49 ,28400
2826,1965,chinese,female,50 - 54 ,27000
2827,1965,chinese,female,55 - 59 ,22000
2828,1965,chinese,female,60 - 64 ,16300
2829,1965,chinese,female,65 - 69 ,11400
2830,1965,chinese,female,70 - 74 ,
2831,1965,chinese,female,75 - 79 ,
2832,1965,chinese,female,80 - 84 ,
2833,1965,chinese,female,65 - 85,25600
2834,1965,chinese,female,70 - 85,14200
2835,1965,chinese,female,75 - 85,
2836,1965,chinese,female,80 - 84,
2837,1965,chinese,female,85,
2838,1965,indians,both combined,0  -  4 ,20700
2839,1965,indians,both combined,5  -  9 ,20400
2840,1965,indians,both combined,10 - 14 ,15000
2841,1965,indians,both combined,15 - 19 ,11100
2842,1965,indians,both combined,20 - 24 ,6100
2843,1965,indians,both combined,25 - 29 ,8000
2844,1965,indians,both combined,30 - 34 ,10700
2845,1965,indians,both combined,35 - 39 ,12400
2846,1965,indians,both combined,40 - 44 ,11100
2847,1965,indians,both combined,45 - 49 ,9200
2848,1965,indians,both combined,50 - 54 ,6500
2849,1965,indians,both combined,55 - 59 ,4400
2850,1965,indians,both combined,60 - 64 ,2800
2851,1965,indians,both combined,65 - 69 ,1300
2852,1965,indians,both combined,70 - 74 ,
2853,1965,indians,both combined,75 - 79 ,
2854,1965,indians,both combined,80 - 84 ,
2855,1965,indians,both combined,65 - 85,2100
2856,1965,indians,both combined,70 - 85,800
2857,1965,indians,both combined,75 - 85,
2858,1965,indians,both combined,80 - 84,
2859,1965,indians,both combined,85,
2860,1965,indians,male,0  -  4 ,10000
2861,1965,indians,male,5  -  9 ,9900
2862,1965,indians,male,10 - 14 ,7300
2863,1965,indians,male,15 - 19 ,5400
2864,1965,indians,male,20 - 24 ,3600
2865,1965,indians,male,25 - 29 ,4600
2866,1965,indians,male,30 - 34 ,7300
2867,1965,indians,male,35 - 39 ,9500
2868,1965,indians,male,40 - 44 ,9100
2869,1965,indians,male,45 - 49 ,7800
2870,1965,indians,male,50 - 54 ,5600
2871,1965,indians,male,55 - 59 ,3800
2872,1965,indians,male,60 - 64 ,2400
2873,1965,indians,male,65 - 69 ,1100
2874,1965,indians,male,70 - 74 ,
2875,1965,indians,male,75 - 79 ,
2876,1965,indians,male,80 - 84 ,
2877,1965,indians,male,65 - 85,1700
2878,1965,indians,male,70 - 85,600
2879,1965,indians,male,75 - 85,
2880,1965,indians,male,80 - 84,
2881,1965,indians,male,85,
2882,1965,indians,female,0  -  4 ,10700
2883,1965,indians,female,5  -  9 ,10500
2884,1965,indians,female,10 - 14 ,7700
2885,1965,indians,female,15 - 19 ,5700
2886,1965,indians,female,20 - 24 ,2500
2887,1965,indians,female,25 - 29 ,3400
2888,1965,indians,female,30 - 34 ,3400
2889,1965,indians,female,35 - 39 ,2900
2890,1965,indians,female,40 - 44 ,2000
2891,1965,indians,female,45 - 49 ,1400
2892,1965,indians,female,50 - 54 ,900
2893,1965,indians,female,55 - 59 ,600
2894,1965,indians,female,60 - 64 ,400
2895,1965,indians,female,65 - 69 ,200
2896,1965,indians,female,70 - 74 ,
2897,1965,indians,female,75 - 79 ,
2898,1965,indians,female,80 - 84 ,
2899,1965,indians,female,65 - 85,400
2900,1965,indians,female,70 - 85,200
2901,1965,indians,female,75 - 85,
2902,1965,indians,female,80 - 84,
2903,1965,indians,female,85,
2904,1965,Other Ethnic Groups,both combined,0  -  4 ,3800
2905,1965,Other Ethnic Groups,both combined,5  -  9 ,3700
2906,1965,Other Ethnic Groups,both combined,10 - 14 ,3400
2907,1965,Other Ethnic Groups,both combined,15 - 19 ,2700
2908,1965,Other Ethnic Groups,both combined,20 - 24 ,1300
2909,1965,Other Ethnic Groups,both combined,25 - 29 ,1900
2910,1965,Other Ethnic Groups,both combined,30 - 34 ,2100
2911,1965,Other Ethnic Groups,both combined,35 - 39 ,2500
2912,1965,Other Ethnic Groups,both combined,40 - 44 ,2300
2913,1965,Other Ethnic Groups,both combined,45 - 49 ,1900
2914,1965,Other Ethnic Groups,both combined,50 - 54 ,1300
2915,1965,Other Ethnic Groups,both combined,55 - 59 ,1000
2916,1965,Other Ethnic Groups,both combined,60 - 64 ,900
2917,1965,Other Ethnic Groups,both combined,65 - 69 ,500
2918,1965,Other Ethnic Groups,both combined,70 - 74 ,
2919,1965,Other Ethnic Groups,both combined,75 - 79 ,
2920,1965,Other Ethnic Groups,both combined,80 - 84 ,
2921,1965,Other Ethnic Groups,both combined,65 - 85,1100
2922,1965,Other Ethnic Groups,both combined,70 - 85,600
2923,1965,Other Ethnic Groups,both combined,75 - 85,
2924,1965,Other Ethnic Groups,both combined,80 - 84,
2925,1965,Other Ethnic Groups,both combined,85,
2926,1965,Other Ethnic Groups,male,0  -  4 ,2000
2927,1965,Other Ethnic Groups,male,5  -  9 ,2000
2928,1965,Other Ethnic Groups,male,10 - 14 ,1800
2929,1965,Other Ethnic Groups,male,15 - 19 ,1400
2930,1965,Other Ethnic Groups,male,20 - 24 ,600
2931,1965,Other Ethnic Groups,male,25 - 29 ,800
2932,1965,Other Ethnic Groups,male,30 - 34 ,1000
2933,1965,Other Ethnic Groups,male,35 - 39 ,1200
2934,1965,Other Ethnic Groups,male,40 - 44 ,1100
2935,1965,Other Ethnic Groups,male,45 - 49 ,1000
2936,1965,Other Ethnic Groups,male,50 - 54 ,600
2937,1965,Other Ethnic Groups,male,55 - 59 ,500
2938,1965,Other Ethnic Groups,male,60 - 64 ,500
2939,1965,Other Ethnic Groups,male,65 - 69 ,200
2940,1965,Other Ethnic Groups,male,70 - 74 ,
2941,1965,Other Ethnic Groups,male,75 - 79 ,
2942,1965,Other Ethnic Groups,male,80 - 84 ,
2943,1965,Other Ethnic Groups,male,65 - 85,400
2944,1965,Other Ethnic Groups,male,70 - 85,200
2945,1965,Other Ethnic Groups,male,75 - 85,
2946,1965,Other Ethnic Groups,male,80 - 84,
2947,1965,Other Ethnic Groups,male,85,
2948,1965,Other Ethnic Groups,female,0  -  4 ,1800
2949,1965,Other Ethnic Groups,female,5  -  9 ,1700
2950,1965,Other Ethnic Groups,female,10 - 14 ,1600
2951,1965,Other Ethnic Groups,female,15 - 19 ,1300
2952,1965,Other Ethnic Groups,female,20 - 24 ,700
2953,1965,Other Ethnic Groups,female,25 - 29 ,1100
2954,1965,Other Ethnic Groups,female,30 - 34 ,1100
2955,1965,Other Ethnic Groups,female,35 - 39 ,1300
2956,1965,Other Ethnic Groups,female,40 - 44 ,1200
2957,1965,Other Ethnic Groups,female,45 - 49 ,900
2958,1965,Other Ethnic Groups,female,50 - 54 ,700
2959,1965,Other Ethnic Groups,female,55 - 59 ,500
2960,1965,Other Ethnic Groups,female,60 - 64 ,400
2961,1965,Other Ethnic Groups,female,65 - 69 ,300
2962,1965,Other Ethnic Groups,female,70 - 74 ,
2963,1965,Other Ethnic Groups,female,75 - 79 ,
2964,1965,Other Ethnic Groups,female,80 - 84 ,
2965,1965,Other Ethnic Groups,female,65 - 85,700
2966,1965,Other Ethnic Groups,female,70 - 85,400
2967,1965,Other Ethnic Groups,female,75 - 85,
2968,1965,Other Ethnic Groups,female,80 - 84,
2969,1965,Other Ethnic Groups,female,85,
2970,1966,Total Residents,both combined,0  -  4 ,289600
2971,1966,Total Residents,both combined,5  -  9 ,297600
2972,1966,Total Residents,both combined,10 - 14 ,257300
2973,1966,Total Residents,both combined,15 - 19 ,215200
2974,1966,Total Residents,both combined,20 - 24 ,123200
2975,1966,Total Residents,both combined,25 - 29 ,140000
2976,1966,Total Residents,both combined,30 - 34 ,117400
2977,1966,Total Residents,both combined,35 - 39 ,109200
2978,1966,Total Residents,both combined,40 - 44 ,85000
2979,1966,Total Residents,both combined,45 - 49 ,80200
2980,1966,Total Residents,both combined,50 - 54 ,70600
2981,1966,Total Residents,both combined,55 - 59 ,56600
2982,1966,Total Residents,both combined,60 - 64 ,41100
2983,1966,Total Residents,both combined,65 - 69 ,25600
2984,1966,Total Residents,both combined,70 - 74 ,
2985,1966,Total Residents,both combined,75 - 79 ,
2986,1966,Total Residents,both combined,80 - 84 ,
2987,1966,Total Residents,both combined,65 - 85,51400
2988,1966,Total Residents,both combined,70 - 85,25800
2989,1966,Total Residents,both combined,75 - 85,
2990,1966,Total Residents,both combined,80 - 84,
2991,1966,Total Residents,both combined,85,
2992,1966,Total Residents,male,0  -  4 ,146900
2993,1966,Total Residents,male,5  -  9 ,151700
2994,1966,Total Residents,male,10 - 14 ,131600
2995,1966,Total Residents,male,15 - 19 ,110000
2996,1966,Total Residents,male,20 - 24 ,64100
2997,1966,Total Residents,male,25 - 29 ,71100
2998,1966,Total Residents,male,30 - 34 ,60200
2999,1966,Total Residents,male,35 - 39 ,57900
3000,1966,Total Residents,male,40 - 44 ,46500
3001,1966,Total Residents,male,45 - 49 ,44000
3002,1966,Total Residents,male,50 - 54 ,38300
3003,1966,Total Residents,male,55 - 59 ,30500
3004,1966,Total Residents,male,60 - 64 ,21800
3005,1966,Total Residents,male,65 - 69 ,12300
3006,1966,Total Residents,male,70 - 74 ,
3007,1966,Total Residents,male,75 - 79 ,
3008,1966,Total Residents,male,80 - 84 ,
3009,1966,Total Residents,male,65 - 85,21200
3010,1966,Total Residents,male,70 - 85,8900
3011,1966,Total Residents,male,75 - 85,
3012,1966,Total Residents,male,80 - 84,
3013,1966,Total Residents,male,85,
3014,1966,Total Residents,female,0  -  4 ,142700
3015,1966,Total Residents,female,5  -  9 ,145900
3016,1966,Total Residents,female,10 - 14 ,125700
3017,1966,Total Residents,female,15 - 19 ,105200
3018,1966,Total Residents,female,20 - 24 ,59100
3019,1966,Total Residents,female,25 - 29 ,68900
3020,1966,Total Residents,female,30 - 34 ,57200
3021,1966,Total Residents,female,35 - 39 ,51300
3022,1966,Total Residents,female,40 - 44 ,38500
3023,1966,Total Residents,female,45 - 49 ,36200
3024,1966,Total Residents,female,50 - 54 ,32300
3025,1966,Total Residents,female,55 - 59 ,26100
3026,1966,Total Residents,female,60 - 64 ,19300
3027,1966,Total Residents,female,65 - 69 ,13300
3028,1966,Total Residents,female,70 - 74 ,
3029,1966,Total Residents,female,75 - 79 ,
3030,1966,Total Residents,female,80 - 84 ,
3031,1966,Total Residents,female,65 - 85,30200
3032,1966,Total Residents,female,70 - 85,16900
3033,1966,Total Residents,female,75 - 85,
3034,1966,Total Residents,female,80 - 84,
3035,1966,Total Residents,female,85,
3036,1966,malays,both combined,0  -  4 ,56000
3037,1966,malays,both combined,5  -  9 ,47800
3038,1966,malays,both combined,10 - 14 ,40500
3039,1966,malays,both combined,15 - 19 ,28100
3040,1966,malays,both combined,20 - 24 ,14200
3041,1966,malays,both combined,25 - 29 ,20400
3042,1966,malays,both combined,30 - 34 ,20100
3043,1966,malays,both combined,35 - 39 ,18100
3044,1966,malays,both combined,40 - 44 ,13100
3045,1966,malays,both combined,45 - 49 ,10800
3046,1966,malays,both combined,50 - 54 ,6600
3047,1966,malays,both combined,55 - 59 ,5200
3048,1966,malays,both combined,60 - 64 ,2900
3049,1966,malays,both combined,65 - 69 ,2200
3050,1966,malays,both combined,70 - 74 ,
3051,1966,malays,both combined,75 - 79 ,
3052,1966,malays,both combined,80 - 84 ,
3053,1966,malays,both combined,65 - 85,3900
3054,1966,malays,both combined,70 - 85,1700
3055,1966,malays,both combined,75 - 85,
3056,1966,malays,both combined,80 - 84,
3057,1966,malays,both combined,85,
3058,1966,malays,male,0  -  4 ,28000
3059,1966,malays,male,5  -  9 ,23900
3060,1966,malays,male,10 - 14 ,19900
3061,1966,malays,male,15 - 19 ,13800
3062,1966,malays,male,20 - 24 ,7000
3063,1966,malays,male,25 - 29 ,9800
3064,1966,malays,male,30 - 34 ,10300
3065,1966,malays,male,35 - 39 ,9800
3066,1966,malays,male,40 - 44 ,7600
3067,1966,malays,male,45 - 49 ,6300
3068,1966,malays,male,50 - 54 ,3600
3069,1966,malays,male,55 - 59 ,2800
3070,1966,malays,male,60 - 64 ,1800
3071,1966,malays,male,65 - 69 ,1200
3072,1966,malays,male,70 - 74 ,
3073,1966,malays,male,75 - 79 ,
3074,1966,malays,male,80 - 84 ,
3075,1966,malays,male,65 - 85,1900
3076,1966,malays,male,70 - 85,700
3077,1966,malays,male,75 - 85,
3078,1966,malays,male,80 - 84,
3079,1966,malays,male,85,
3080,1966,malays,female,0  -  4 ,28000
3081,1966,malays,female,5  -  9 ,23900
3082,1966,malays,female,10 - 14 ,20600
3083,1966,malays,female,15 - 19 ,14300
3084,1966,malays,female,20 - 24 ,7200
3085,1966,malays,female,25 - 29 ,10600
3086,1966,malays,female,30 - 34 ,9800
3087,1966,malays,female,35 - 39 ,8300
3088,1966,malays,female,40 - 44 ,5500
3089,1966,malays,female,45 - 49 ,4500
3090,1966,malays,female,50 - 54 ,3000
3091,1966,malays,female,55 - 59 ,2400
3092,1966,malays,female,60 - 64 ,1100
3093,1966,malays,female,65 - 69 ,1000
3094,1966,malays,female,70 - 74 ,
3095,1966,malays,female,75 - 79 ,
3096,1966,malays,female,80 - 84 ,
3097,1966,malays,female,65 - 85,2000
3098,1966,malays,female,70 - 85,1000
3099,1966,malays,female,75 - 85,
3100,1966,malays,female,80 - 84,
3101,1966,malays,female,85,
3102,1966,chinese,both combined,0  -  4 ,210000
3103,1966,chinese,both combined,5  -  9 ,224800
3104,1966,chinese,both combined,10 - 14 ,197600
3105,1966,chinese,both combined,15 - 19 ,171800
3106,1966,chinese,both combined,20 - 24 ,101700
3107,1966,chinese,both combined,25 - 29 ,109800
3108,1966,chinese,both combined,30 - 34 ,85500
3109,1966,chinese,both combined,35 - 39 ,75900
3110,1966,chinese,both combined,40 - 44 ,58900
3111,1966,chinese,both combined,45 - 49 ,57500
3112,1966,chinese,both combined,50 - 54 ,56000
3113,1966,chinese,both combined,55 - 59 ,45700
3114,1966,chinese,both combined,60 - 64 ,34600
3115,1966,chinese,both combined,65 - 69 ,21300
3116,1966,chinese,both combined,70 - 74 ,
3117,1966,chinese,both combined,75 - 79 ,
3118,1966,chinese,both combined,80 - 84 ,
3119,1966,chinese,both combined,65 - 85,44000
3120,1966,chinese,both combined,70 - 85,22700
3121,1966,chinese,both combined,75 - 85,
3122,1966,chinese,both combined,80 - 84,
3123,1966,chinese,both combined,85,
3124,1966,chinese,male,0  -  4 ,107500
3125,1966,chinese,male,5  -  9 ,115700
3126,1966,chinese,male,10 - 14 ,102300
3127,1966,chinese,male,15 - 19 ,88900
3128,1966,chinese,male,20 - 24 ,53000
3129,1966,chinese,male,25 - 29 ,56000
3130,1966,chinese,male,30 - 34 ,42600
3131,1966,chinese,male,35 - 39 ,37300
3132,1966,chinese,male,40 - 44 ,29100
3133,1966,chinese,male,45 - 49 ,28400
3134,1966,chinese,male,50 - 54 ,28400
3135,1966,chinese,male,55 - 59 ,23200
3136,1966,chinese,male,60 - 64 ,17200
3137,1966,chinese,male,65 - 69 ,9700
3138,1966,chinese,male,70 - 74 ,
3139,1966,chinese,male,75 - 79 ,
3140,1966,chinese,male,80 - 84 ,
3141,1966,chinese,male,65 - 85,17100
3142,1966,chinese,male,70 - 85,7400
3143,1966,chinese,male,75 - 85,
3144,1966,chinese,male,80 - 84,
3145,1966,chinese,male,85,
3146,1966,chinese,female,0  -  4 ,102500
3147,1966,chinese,female,5  -  9 ,109100
3148,1966,chinese,female,10 - 14 ,95300
3149,1966,chinese,female,15 - 19 ,82900
3150,1966,chinese,female,20 - 24 ,48700
3151,1966,chinese,female,25 - 29 ,53800
3152,1966,chinese,female,30 - 34 ,42900
3153,1966,chinese,female,35 - 39 ,38600
3154,1966,chinese,female,40 - 44 ,29800
3155,1966,chinese,female,45 - 49 ,29100
3156,1966,chinese,female,50 - 54 ,27600
3157,1966,chinese,female,55 - 59 ,22500
3158,1966,chinese,female,60 - 64 ,17400
3159,1966,chinese,female,65 - 69 ,11600
3160,1966,chinese,female,70 - 74 ,
3161,1966,chinese,female,75 - 79 ,
3162,1966,chinese,female,80 - 84 ,
3163,1966,chinese,female,65 - 85,26900
3164,1966,chinese,female,70 - 85,15300
3165,1966,chinese,female,75 - 85,
3166,1966,chinese,female,80 - 84,
3167,1966,chinese,female,85,
3168,1966,indians,both combined,0  -  4 ,19800
3169,1966,indians,both combined,5  -  9 ,21000
3170,1966,indians,both combined,10 - 14 ,15600
3171,1966,indians,both combined,15 - 19 ,12100
3172,1966,indians,both combined,20 - 24 ,5900
3173,1966,indians,both combined,25 - 29 ,8000
3174,1966,indians,both combined,30 - 34 ,9700
3175,1966,indians,both combined,35 - 39 ,12700
3176,1966,indians,both combined,40 - 44 ,10600
3177,1966,indians,both combined,45 - 49 ,9900
3178,1966,indians,both combined,50 - 54 ,6400
3179,1966,indians,both combined,55 - 59 ,4500
3180,1966,indians,both combined,60 - 64 ,2700
3181,1966,indians,both combined,65 - 69 ,1500
3182,1966,indians,both combined,70 - 74 ,
3183,1966,indians,both combined,75 - 79 ,
3184,1966,indians,both combined,80 - 84 ,
3185,1966,indians,both combined,65 - 85,2300
3186,1966,indians,both combined,70 - 85,800
3187,1966,indians,both combined,75 - 85,
3188,1966,indians,both combined,80 - 84,
3189,1966,indians,both combined,85,
3190,1966,indians,male,0  -  4 ,9500
3191,1966,indians,male,5  -  9 ,10100
3192,1966,indians,male,10 - 14 ,7600
3193,1966,indians,male,15 - 19 ,5800
3194,1966,indians,male,20 - 24 ,3400
3195,1966,indians,male,25 - 29 ,4500
3196,1966,indians,male,30 - 34 ,6300
3197,1966,indians,male,35 - 39 ,9600
3198,1966,indians,male,40 - 44 ,8600
3199,1966,indians,male,45 - 49 ,8300
3200,1966,indians,male,50 - 54 ,5500
3201,1966,indians,male,55 - 59 ,3900
3202,1966,indians,male,60 - 64 ,2300
3203,1966,indians,male,65 - 69 ,1200
3204,1966,indians,male,70 - 74 ,
